"source_text","target_translation","source_name","source_file","language","language_id"
"kafi : sati : s-... ...---... ...s :","Kafi satte stenen ...","Vg 166 - Västergötland: Södra Vings kyrkogård","christerhamp_gamla_runor.csv","unknown","3"
"----- × kiarþi × ku(m)l × þus(i) × ef(t)iR × b-... sin × auþ...","... gjorde dessa minnesmärken efter ... sin ... Aud ...","Vg 168 - Västergötland: Hökerum, Södra Ving","christerhamp_gamla_runor.csv","sv","2"
"tuliR : auk : ±urni : kar±u : kuml : ±us(i) : iftiR : ±uri : auk : klaka : sunu : sina :","Tule och Torny gjorde dessa minnesmðrken efter Tore och Klakki, deras s—ner","Vg 169 - Vðsterg—tland: Svedjorna, S—dra Ving","christerhamp_gamla_runor.csv","sv","2"
"þerui : let : s... ...(a) : þesi : eftiR : þ-... ... ...(u)þulf : bunta : sin : auk : sun : sin","Tyrve lät sätta dessa stenar efter ... och Tjodulv, sin make, och sin son","Vg 170 - Västergötland: Blidsbergs kyrkogård","christerhamp_gamla_runor.csv","sv","2"
": þura : kiarþi : kuml : þesi : eftiR : tusta : bunta : sin : herluks : bruþur :","Tora gjorde dessa minnesmärken efter Toste, sin make, Herlögs broder","Vg 171 - Västergötland: Blidsbergs kyrkogård","christerhamp_gamla_runor.csv","sv","2"
"stari : risþ(i) ... ...(u)r : sin : in ...","Starre reste ... sin broder ...","Vg 172 - Västergötland: Storegården, Blidsberg","christerhamp_gamla_runor.csv","unknown","3"
"kufi · sati · stein · þena · eftiR · þurþ · bruþur · sin · auk · bru · lagþi","Guve satte denna sten efter Tord, sin broder, och lade bro","Vg 173 - Västergötland: Prästgården, Böne","christerhamp_gamla_runor.csv","sv","2"
"* kalmi : risþi : stin : þena : eftiR : helka : sun : sin : iaR : turknaþi :","Gamle (?) reste denna sten efter Helge, sin son. Han drunknade.","Vg 174 - Västergötland: Nöre, Dalum","christerhamp_gamla_runor.csv","sv","2"
"rifr · (u)k · (u)(e)stin · risþu · stin þensi · aftiR · þurstin · fiþur · sin","Räv och Västen reste denna sten efter Torsten, sin fader","Vg 175 - Västergötland: Silarps bro, Dalum","christerhamp_gamla_runor.csv","sv","2"
"... karþi : kuml : þusi : e(f)(t)iR : --[f](t)[a]n : bruþur : sin ...","... gjorde dessa minnesmärken efter Halvdan, sin broder ...","Vg 176 - Västergötland: Östergården, Vedåsla, Dalum","christerhamp_gamla_runor.csv","sv","2"
"× kati : risþi : s... ... ...(t)ur : knikis","Kati reste stenen ... Gneggis / Kneikis (?) dotter / syster","Vg 177 - Västergötland: Humla gamla kyrka","christerhamp_gamla_runor.csv","unknown","3"
": agmuntr : risþi : stin : þonsi : iftiR : isbiurn : frinta : sin : auk : (a)(s)(a) : it : buta : sin : ian : saR : uaR : klbins : sun : saR : uarþ : tuþr : i : krikum","Agmund reste denna sten efter Äsbjörn, sin frände, och Åsa efter sin make, och han var Kolbens son. Han dog i Grekland.","Vg 178 - Västergötland: Kölaby kyrka","christerhamp_gamla_runor.csv","sv","2"
": styr : þuþulfs : sun : rsþi : stin : þesi : eftiR : euit : bruþur : s-- trk hrþa : kuþan :","Styr, Tjodulfs son, reste denna sten efter Övind, sin broder, en mycket dugande man","Vg 179 - Västergötland: Lillegården, Kölaby","christerhamp_gamla_runor.csv","sv","2"
": kartuki : sati : ste... ...an : eR : uar₫ ... ...(u)n(t)(i)n ...uk :","Kartoki satte stenen ... han var ... Fundin högg","Vg 180 - Västergötland: Stommen, Kölaby","christerhamp_gamla_runor.csv","unknown","3"
"kufi : rsþi : stin : þesi : eftR : ulaf : sun : sin * trk * hrþa * kuþan * hn * uarþ * trbin * i * estlatum * hu(a)rþ(r) * iuk * s","Guve lät resa denna sten efter Olof, sin son, en mycket god man. Han blev dräpt i Estland. Håvard (?) högg stenen.","Vg 181 - Västergötland: Frugården, Norra Åsarp","christerhamp_gamla_runor.csv","sv","2"
": sluta : reisþi : s(t)ein : þena : eftiR : esbiurn : felaga : sin : auk : karþi : bru : þesi","Sluta reste denna sten efter Esbjörn, sin bolagsman","Vg 182 - Västergötland: Skattegården, Hög, Norra Åsarp","christerhamp_gamla_runor.csv","sv","2"
": kuli : rsþi : stin : þesi : eftiR : rþr : kunu : sinaR : esburn : ok : iula : treka : hrþa : kuþa : ian : þiR : urþu : tuþiR : i : lþi : ustr :","Gulle reste denna sten efter sin hustrus bröder Äsbjörn och Jule, mycket dugande unga män. Men de föll på krigståg österut.","Vg 184 - Västergötland: Smula kyrkogård","christerhamp_gamla_runor.csv","sv","2"
"* seytr : sati * stein * eftiR * ystin * kuþ * hialbi * saul : hans : auk * kus * muþiR * hilakR * kristr * i : himin*riki *","Seytr satte stenen efter Östen. Gud hjälpe hans själ och Guds moder, helig Krist i himmelriket.","Vg 186 - Västergötland: Timmele kyrkogård","christerhamp_gamla_runor.csv","sv","2"
"+ giRi * sati * stin * þana * eftiR * kuþa * bruþur * sin * eR * a ok*lanti * altri * tynþi ×","Gere satte denna stene efter Gude, sin broder. I England slöt han sina dagar","Vg 187 - Västergötland: Vists kyrka","christerhamp_gamla_runor.csv","sv","2"
"stifatr : sati : stin : þani : efti(r) ...","Styvjald (?) satte denna sten efter ...","Vg 189 - Västergötland: Lilla Svenstorp, Länghem","christerhamp_gamla_runor.csv","sv","2"
"ikialtr : sati : s--n : þani : eftiR : krimulf : sun : si :","Ingjald satte denna sten efter Grimulv, sin son","Vg 190 - Västergötland: Månstadskulle, Månstad","christerhamp_gamla_runor.csv","sv","2"
"suin : risti : stin : þena : eftiR : f(r)ua : sun : sin","Sven reste denna sten efter , sin son","Vg 192 - Västergötland: Sörgården, Gölingstorp, Nittorp","christerhamp_gamla_runor.csv","sv","2"
"... : stin : þani : e... ... bruþur : sifa","... denna sten efter ... Seves broder","Vg 193 - Västergötland: Svenljunga gamla kyrka","christerhamp_gamla_runor.csv","sv","2"
"kuþmutr : karþi : kuml : þusi : eftiR : urmar : sun : si","Gudmund gjorde detta minnesmärke efter Ormar, sin son","Vg 194 - Västergötland: Herrekvarn, Svenljunga","christerhamp_gamla_runor.csv","sv","2"
"asur * sati * stin * þani * iftiR * anuta * bruþur * si","Assur satte denna sten efter Anunde, sin broder","Vg 195 - Västergötland: Normanslid, Tranemo","christerhamp_gamla_runor.csv","sv","2"
"+ gunbiorn : li(t) : g(i)r(a) : (s)(t)(i)n : þin(a) : (i)uir : i-----(a)neg : broþir : si...","Gunbjörn lät göra denna sten över ... , sin broder","Vg 196 - Västergötland: Älvsborg, Göteborg","christerhamp_gamla_runor.csv","sv","2"
"tuki · auk · þiR · bryþr · ristu · stin · þesi · eftiR : bryþr : sina · eR : uarþ · tu(þ)r uestr : en · anar : au(s)tr :","Toke och hans bröder reste denna sten efter sina bröder. En dog västerut, den andra österut.","Vg 197 - Västergötland: Dalums kyrka","christerhamp_gamla_runor.csv","sv","2"
"bruni ---(t)(i) · stin : þana · eftiR · eskil · (s)un · sin :","Brune reste denna sten efter Eskil, sin son","Vg 198 - Västergötland: Dalums kyrka","christerhamp_gamla_runor.csv","sv","2"
"...-uisk : h---n : s(u)(n)a : liki : kuisk : hialms : kuna : halt... ...-iþ : k--... k-- : urþ : bar : ...","... Hjalmrs(?), Halfdans(?) hustru(?) ...","Vg 199 - Västergötland: Norra Lundby kyrka","christerhamp_gamla_runor.csv","unknown","3"
"taviþær kæi","David gjorde","Vg 200 - Västergötland: Börstigs kyrka","christerhamp_gamla_runor.csv","unknown","3"
"ylfa abraham","Ylva, Abraham","Vg 201 - Västergötland: Börstigs kyrka","christerhamp_gamla_runor.csv","unknown","3"
"anudær : iunc:fru : ær : min : ro : un(c) := =(a)t : uiþhær : mit : sotali : i anudær : mæstara : maþr ' uæra","Anund. Jungfrun är min ro ... Önund mästare ...","Vg 204 - Västergötland: Götlunda kyrka","christerhamp_gamla_runor.csv","unknown","3"
"frþor(k)hniastRm","frþorkhniastRm","Vg 206 - Västergötland: Älgarås kyrka","christerhamp_gamla_runor.csv","unknown","3"
"mari=a","Maria","Vg 209 - Västergötland: Kinnevedums kyrka","christerhamp_gamla_runor.csv","unknown","3"
"÷ þa : iak : uar : gør : þa : uar : þushundraþ : tu : hu=ndraþ : tiuhu : uintr : ok : atta : fra : bRrþ : gus :+ a+g+l+a+ ÷ ¶ ÷ aue ÷ maria ÷ gracia ÷ plena ÷ ¶ ÷ dionisius : siþ ÷ benediktus ÷","Då jag var gjord var ettusen två hundra tjugo vintrar och åtta från Guds börd. A.G.L.A. Var hälsad Maria, full av nåd. Välsignad vare Dionysos.","Vg 210 - Västergötland: Saleby kyrka","christerhamp_gamla_runor.csv","sv","2"
"kal anda uiþr kankla uiþr riþa(n)da uiþ uiþr rinanda uiþr s--ianda uiþ r sikn--a uiþr f-r(a)(n)da uiþr (f)liuh (a)=n(d)a s-- a(l)(t) fu--na uk um du-a","[Jag galdrar] mot den galdrande, mot den gångande, mot den ridande, mot den rännande, mot den försåt sättande, mot den seglande, mot den farande, mot den flygande; uslingen ska allt ge sig av och till följd [av galdern] dö.","Vg 216 - Västergötland: Högstena kyrkogård","christerhamp_gamla_runor.csv","sv","2"
"+ gesus guþ skialdolfor : han gøt mik : ok mahnnus : ok bion : skar mik : provasta=r  han","Jesus. Gud. Sköldulv, han göt mig, och Magnus, och Björn skar mig, prost är han.","Vg 219 - Västergötland: Kyrkefalla kyrka, Tibro","christerhamp_gamla_runor.csv","sv","2"
"asmutær : gærþi : tRr","Asmund gjorde dörren","Vg 220 - Västergötland: Värsås kyrka","christerhamp_gamla_runor.csv","unknown","3"
"{AVE ÷ MARIA ÷ GACIA ÷ PLENA ÷ DOMINUS ÷ TECV ÷¶ BENEDICTA ÷ TV : IN ÷ MVLIERIBVS ÷ ET ÷ BENEDICTVS ÷ FRVCTS VENTIS TVI ¶ SANCTA : CATERINA} ¶ sun(o) ÷","{Ave Maria gratia plena Dominus tecum. Benedicta tu in mulieribus et benedictus fructus ventris tui. Sancta Catarina.} Suno","Vg 221 - Västergötland: Flakebergs kyrka","christerhamp_gamla_runor.csv","en","0"
"a=u=æ maria ÷ iæssus + {HAQUINUS MASISTER}","Ave Maria Jesus {Haquinus magister}","Vg 222 - Västergötland: Malma kyrka","christerhamp_gamla_runor.csv","unknown","3"
"av(e) : maria grakia","Ave Maria gratia","Vg 227 - Västergötland: Suntaks kyrka","christerhamp_gamla_runor.csv","unknown","3"
"tawo l¶¶a(₫)odu","Jag ordnar inbjudan (?)","Vg 228 - Västergötland: Trollhättan","christerhamp_gamla_runor.csv","unknown","3"
"un marka","En mark","Vg 234 - Västergötland: Lödöse, Kroken 1:16, S:t Peder","christerhamp_gamla_runor.csv","unknown","3"
"þorbon : brason : brattr þo-","Torbjörn Brattsson. Bratt To ...","Vg 242 - Västergötland: Lödöse, Spetalen 1:11","christerhamp_gamla_runor.csv","unknown","3"
"þo=rgel : na=kt=æga=l : risti : ru=nir : þeser : i : o=la=us : kiriki","Torkel Näktergal ristade dessa runor i Olavs kyrka","Vg 243 - Västergötland: Lödöse, Spetalen 1:33. S:t Peder","christerhamp_gamla_runor.csv","unknown","3"
"a^la^r sia^la^r : hær d^o^pazs i ÷ þiuþ ÷ føri : mik ÷ skal","Alla själar döps här in i församlingen genom mig, skålen","Vg 244 - Västergötland: Hemsjö gamla kyrka","christerhamp_gamla_runor.csv","sv","2"
"a=u=æ : maria ÷ iæssus","Ave Maria Jesus","Vg 245 - Västergötland: Herrljunga kyrka","christerhamp_gamla_runor.csv","unknown","3"
"+ þormoþr : giarþi bofi","Tormod gjorde [dopfunten]. Bofi.","Vg 246 - Västergötland: Blidsbergs kyrka","christerhamp_gamla_runor.csv","unknown","3"
"a=u=æ ÷ maria ÷ iæssus +","Ave Maria Jesus","Vg 247 - Västergötland: Hössna kyrka","christerhamp_gamla_runor.csv","unknown","3"
"atreos : -æe","Andreas gjorde","Vg 251 - Västergötland: Finnekumla kyrka","christerhamp_gamla_runor.csv","unknown","3"
"antreos : kærþe kaR","Andreas gjorde karet","Vg 252 - Västergötland: Gällstads kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... ...esþi : sen : ...iR : tufa : ma... ...","... reste stenen efter Tuve, hans ingifta släkting ...","Vg 257 - Västergötland: Tumbergs kyrkoruin","christerhamp_gamla_runor.csv","sv","2"
"a=u=æ ma=ria g=rasia","Ave Maria gratia","Vg 258 - Västergötland: Norra Björke kyrka","christerhamp_gamla_runor.csv","unknown","3"
"fuþorkh","fuþorkh","Vg 259 - Västergötland: Norra Björke kyrka","christerhamp_gamla_runor.csv","unknown","3"
"ales : tales arfales","Du skall mata sådana bönder","Vg 260 - Västergötland: Lödöse, Klostret 6:2, S:t Peder","christerhamp_gamla_runor.csv","unknown","3"
"hkli","Helge (?)","Vg 261 - Västergötland: Lödöse, Passagården 1:68, S:t Peder","christerhamp_gamla_runor.csv","unknown","3"
"tibi sol(i) pækaui æþ m(a)lom koram ti fici uþ iustifi... ... (s)iribusm t=uis æþ finkas kom iutikaris","Tibi soli peccavi et malum coram te feci, ut iustifi[ceris in] sermonibus tuis et vincas cum iudicaris.
Mot dig allena har jag syndat och gjort vad ont är i dina ögon; på det att du må finnas rättfärdig i dina ord och rättvis i dina domar.","Vg 262 - Västergötland: Lödöse, Passagården 1:76","christerhamp_gamla_runor.csv","sv","2"
"late genito=r uæ","Göm dig fader! Ve!","Vg 265 - Västergötland: Lödöse, Spetalen 1:11, S:t Peder","christerhamp_gamla_runor.csv","unknown","3"
"fuþorkhniastblmRn-- - - ffffRRRRRffRfffRfRRffR","fuþorkhniastbmlR - - -","Vg 270 - Västergötland: Långgatan, Lödöse","christerhamp_gamla_runor.csv","unknown","3"
"fa mer","Får jag mer!","Vg 271 - Västergötland: Lödöse, Spetalen 1:21, S:t Peder","christerhamp_gamla_runor.csv","unknown","3"
"{P}rhl","Plejel","Vg 272 - Västergötland: Lödöse, Spetalen 1:21","christerhamp_gamla_runor.csv","unknown","3"
"mun : þu ᛫ mik : man : þik : un : þu : m(e)r : an : þRr brmR mk","Tänk på mig, jag tänker på dig! Älska mig, jag älskar dig! Förbarma dig över mig!","Vg 279 - Västergötland: Lödöse, Kroken 14:2","christerhamp_gamla_runor.csv","unknown","3"
"(u)ær þu * uin min * arnfintir * læk- ... ...-lek þit * hua * kenke","Var min vän, Arnfinn! ... ... ginge","Vg 280 - Västergötland: Lödöse, Kroken 14:2, S:t Peder","christerhamp_gamla_runor.csv","unknown","3"
"þ=n=oþ=n=oþ=n=o nnn ooo","Jätte, nöd, gud","Vg 281 - Västergötland: Lödöse, Passagården 1:33, S:t Peder","christerhamp_gamla_runor.csv","sv","2"
"oootttaaarrr oootttaaarrr","Ottar. Ottar.","Vg 283 - Västergötland: Lödöse, Kroken 1:74, S:t Peder","christerhamp_gamla_runor.csv","unknown","3"
"ALEXANDER GVNVR HAR(A)(L)(D) harraldæ(r)","Alexander Gunnar Harald Harald","Vg Blennow 2016;187 - Västergötland: Valstads kyrka","christerhamp_gamla_runor.csv","unknown","3"
"gerþe aruiþr","gjorde Arvid","Vg FV 1972;265 - Västergötland: kv. Jupiter 5, Skara","christerhamp_gamla_runor.csv","unknown","3"
"auæ maria","Ave Maria","Vg FV 1973;201B - Västergötland: kv. Tellus 2, Skara","christerhamp_gamla_runor.csv","unknown","3"
"...-- × risþu × s-... ...","... reste stenen ...","Vg FV 1980;238 - Västergötland: Venevalla, Remmene","christerhamp_gamla_runor.csv","unknown","3"
"(h)agormr hialgar-r (l)i-unski-l-... ... þunt bloþ or rin or æ-r : bloþ or : rin or æ--","Hagorm ... ... tunt blod, ur rinn ur ... ! Blod, ur rinn ur ...!","Vg FV 1983;236 - Västergötland: Lödöse (Magnusgatan), S:t Peder","christerhamp_gamla_runor.csv","unknown","3"
"...tlns a mik","... tlns äger mig","Vg FV 1986;223 - Västergötland: kv. Iris 1-5, Skara","christerhamp_gamla_runor.csv","unknown","3"
"...-nl kistil lai ...-n : lai : kistil : ma...","... kista ... ... kista ...","Vg FV 1992;170 - Västergötland: Skara, kv. Rådhuset","christerhamp_gamla_runor.csv","unknown","3"
"fuþork(h)... a-a ast sin ot...","fuþorkhnias ... sin älskade ...","Vg FV 1992;171A - Västergötland: kv. Rådhuset 30, Skara","christerhamp_gamla_runor.csv","unknown","3"
"...--stu * niþir * ok * raþ * runur * si raþ","... nedan och tyd runorna ... Tyd!","Vg FV 1992;172 - Västergötland: kv. Rådhuset 30, Skara","christerhamp_gamla_runor.csv","sv","2"
"kar guþ o=k u=arfr- a=u=n - a=r--","- Gud och vår fru - - -","Vg FV 2007;37 - Västergötland: Kinneveds kyrka","christerhamp_gamla_runor.csv","sv","2"
": ulfr : auk : asur : risþu : stin : þosi : eftiR : oslak : harþa : kuþan : þikn : faþur : sin : hrþa : frunan","Ulf och Assur reste denna sten efter Aslak, en mycket god tägn, deras mycket vänsälle fader","Vg NOR 1997;27 - Västergötland: Hols kyrka","christerhamp_gamla_runor.csv","sv","2"
"...ifi (:) r--s₫i (:) stein (:) ... ...-- : e-...-...-...u...","... reste stenen ...","Vg NOR 1997;28 - Västergötland: Norra Åsarps by","christerhamp_gamla_runor.csv","unknown","3"
"r : sin","... sin fader / broder / moder ...","Vg RAÄ Skalunda 50 - Västergötland: Skalunda kyrka","christerhamp_gamla_runor.csv","unknown","3"
"fuþorkhniastblmR boi : n","fuþorkhniastblmR Bue äger (?)","Vg SHM 27600:74:NE3621 - Västergötland: Lödöse, Spetalen 1:7, S:t Peder","christerhamp_gamla_runor.csv","unknown","3"
"ioha^nns raþmik þaus -umt-k^nil bu- deus","Johannes läs mig Gud - - Gud","Västergötland: St Olofs kyrka, Falköping","christerhamp_gamla_runor.csv","sv","2"
"+ petar a mik iohannes risti mik","Peter äger mig, Johannes ristade mig.","Vg VGD 1984;75 - Västergötland: Lödöse (Eriksgatan)","christerhamp_gamla_runor.csv","unknown","3"
"+ kuþlefR + seti : stff : auk : sena : þasi : uftiR slakua : sun : sia : etaþr : austr * i * karusm *","Gudleif satte staven och dessa stenar efter Slagvi, sin son, som ändade österut i Gardar","Vs 1 - Västmanland: Stora Rytterns kyrkoruin","christerhamp_gamla_runor.csv","sv","2"
"[kra-hni- × lit × resa × s... ...] + uas × farin + til + ekla-s [× (t)u i × sbelbuþa × --s(a)þu × helb]i × kuþ [× se... ... ... sigi * iuk × -u...]","... lät resa stenen ... for till England. Han dog i Spjallbodes ... Gud hjälpe hans själ ... Sigge högg runorna","Vs 5 - Västmanland: Vändle, Sörgården, Dingtuna","christerhamp_gamla_runor.csv","sv","2"
"× kisl × lit × kera × buru × eftR × osl × sun × sin × han u(a)[rþ] × tyþr × a eklati × kuþ ialbi × has × ont auk × selu","Gisle lät göra bron efter Ösel, sin son. Han dog i England. Gud hjälpe hans ande och själ","Vs 9 - Västmanland: Saltängsbron, Västerås","christerhamp_gamla_runor.csv","sv","2"
"ingibiorn : hom...","Ingebjörn ...","Vs 12 - Västmanland: Stora gatan 44B, Västerås","christerhamp_gamla_runor.csv","unknown","3"
"guþ ÷÷ sig=ne ÷÷ iþær ÷÷ mæstær ÷÷ ruþinger ÷: ok ÷ bo ÷ fris ÷÷ o ÷ alfa ÷","Gud signe eder, mäster Röding och Bo Fris. O Alfa.","Vs 14 - Västmanland: Björksta kyrka","christerhamp_gamla_runor.csv","sv","2"
"× higulfr × lit × kira × merki × þisa × at × knut × faþur san × uk × kuþlug*u × ksistur × hanis × bali × riti × istaen × bali ¤ knutr ×
× sten : hafir × riton × þon × stonta × mo × bali (h)i- rauþi × yftir × bruþ[u]r × bali","Hägulv lät göra detta minnesmärke efter Knut, sin fader, och efter Gudlög, hans syster. Balle reste stenen. Balle. Knut.
Stenen har upprest som stånda skall Balle den röde efter brodern Balle","Vs 15 - Västmanland: Lilla Kyringe, Björksta","christerhamp_gamla_runor.csv","sv","2"
"× ernbarua × lit × resa × sten × yf... ... hristi","Ärnbjörn lät resa stenen efter ... ristade","Vs 16 - Västmanland: Tortuna kyrka","christerhamp_gamla_runor.csv","sv","2"
"holmste[n] : let : resa : mer[ki : eftir : tifrit : gonu : sina : ok : iftir] : sik : selfan :","Holmsten lät resa minnesmärket efter Tidfrid, sin hustru, och efter sig själv","Vs 17 - Västmanland: Råby, Tortuna","christerhamp_gamla_runor.csv","sv","2"
"(k)hunaltr * liet resa * sthin * þensa * iftir * kerfast * sun sen * trek| |kuþan * auk * uas farin * til eklans * hiolbi * kuþ * salu * hans","Gunnald lät resa denna sten efter Gerfast, sin son, en god ung man, och han hade farit till England. Hjälpe Gud hans själ","Vs 18 - Västmanland: Berga, Skultuna","christerhamp_gamla_runor.csv","sv","2"
"khu[nal-](r) * [(l)it ... stain * ₫insa ef]tir * horm * stob sen * trek| |ku-...n * auk * uas * farin * (o)(s)-r * mi₫ * ikuari * hiolbi k[-₫ * salu h...ns *]","Gunnald lät resa denna sten efter Orm, son styvson, en god ung man, och han hade farit österut med Ingvar. Hjälpe Gud hans själ","Vs 19 - Västmanland: Berga, Skultuna","christerhamp_gamla_runor.csv","sv","2"
"tiori : ok : iuon : litu : resa : sten : ytiR : uibiorn : faþur ... litli : risti * runiR","Djure och Johan lät resa stenen efter Vibjörn, fader ... Litle ristade runorna","Vs 20 - Västmanland: Prästgården, Romfartuna","christerhamp_gamla_runor.csv","sv","2"
"... + ytR : runfast * bruþur + s=in : hn :  toþr : i : faru + runo : ... (t)rka","... efter Runfast, sin broder. Han dog på resa. Runa ...","Vs 22 - Västmanland: Ulvsta, Haraker","christerhamp_gamla_runor.csv","sv","2"
"[...ui... × lit × ri-... ...iþun × e(f)ti × ...l... ...lir × ...b... ...----num × --þi × re---niraeft(R)-...]","... lät resa ... efter ...","Vs 23 - Västmanland: Gussjö, Fläckebo","christerhamp_gamla_runor.csv","sv","2"
"buonti × kuþr × hulmkoetr × lit × resa × ufteR × oþintisu × kunu × seno × kumbr × hifrya × til × hasuimura × iki betr × þon × byi raþr roþbalir × risti × runi × þisa × sikmuntaR × uaR ... sestR × kuþ","Bonde god Holmgöt lät resa [stenen] efter Odendisa, hustru sin. Kommer icke till Hassmyra husfru som bättre för gård råder. Röd-Balle ristade runor dessa. [För] Sigmund var [hon] syster god","Vs 24 - Västmanland: Hassmyra, Fläckebo","christerhamp_gamla_runor.csv","sv","2"
"þurbiorn ok : ikifastr : lit * resa : ytiR ¤ sihþorn × faþur : sin × hon ×  toþr × [i] faru × litli × risti × runiR","Torbjörn och Ingefast lät resa [stenen] efter Sigtorn, sin fader. Han dog på utfärd. Litle ristade runorna.","Vs 27 - Västmanland: Grällsta, Kila","christerhamp_gamla_runor.csv","sv","2"
"+ uisti + yk + alfton + litu + akua + stin + yftir + ulmo + faþur + sen + yk + ulfast + bruþur + sen + lifsten + risi + runi + þisa +","Visäte och Halvdan lät hugga stenen efter Holme, sin fader, och efter Holmfast, sin broder. Livsten ristade dessa runor.","Vs 29 - Västmanland: Sala sockenkyrka","christerhamp_gamla_runor.csv","sv","2"
"...-rfastr + raist ...","Torfast reste ...","Vs 30 - Västmanland: Forneby, Möklinta","christerhamp_gamla_runor.csv","unknown","3"
"* (h)ulker * let * kera * bru * eftr (f)rota * sen * (a)ukut * ok * u(i)nut * sun * sen *","Holger [?] lät göra bron efter sin frände Odgöt [?] och [efter] Onjut [?], sin son.","Vs 31 - Västmanland: Österbännbäck, Möklinta","christerhamp_gamla_runor.csv","sv","2"
"... -- × si--on × sik × au(k) × -... ...-no × auk × (f)a₫u- ...","... efter sig själv och ... denna och fader ...","Vs 32 - Västmanland: Prästgården, Västerfärnebo","christerhamp_gamla_runor.csv","sv","2"
"henrikus +","Henricus","Vs FV 1972;266 - Västmanland: Irsta kyrka","christerhamp_gamla_runor.csv","unknown","3"
"taf : lit : risa : estn : þina : hitiR : kri(m)ut ÷ uas : farin : sun : (u)iþfast-- : aust:arla ulfr : auk : uibiurn : -... kitilas : krþi : b-...(u) * (o) : s---","Tav [?] lät resa denna sten efter Grimmund. Han var faren - Vidfasts son - österut. Ulf och Vibjörn ... Kettilas gjorde brygga på ...","Vs FV 1988;36 - Västmanland: Jädra, Hubbo","christerhamp_gamla_runor.csv","sv","2"
"+ s-a... --(s)- i(a)s * satr * aiftir * si(b)(a) * kuþa * sun * fultars * in hons ** liþi * sati * at * u * -ausa-þ-... +: fulkin : likr : hins : fulkþu : flaistr (:)* uisi * þat * maistar * taiþir : tulka * þruþar : traukr : i : þaimsi * huki * munat : raiþ:uiþur : raþa : ruk:starkr * i * tanmarku : --ntils : iarmun**kruntar : urkrontari : lonti","Dold ligger den som de största dåd följde - det visste de flesta - stridernas Truds arbetare i denna hög. Ej skall en rättrådigare kampstark Vagn-Vidur på sjökonungens väldiga mark råda över land i Danmark","Öl 1 - Öland: Karlevi, Vickleby","christerhamp_gamla_runor.csv","sv","2"
"... ...ta * stiu(b) * (s)in * ha- ...","... sin styvson. Han ...","Öl 11 - Öland: Alvlösa, Smedby","christerhamp_gamla_runor.csv","unknown","3"
"× inkialtr × auk × nifR × [au]k × su[i]n [× ţa]iR × litu × risa ...- × iftiR × ruţmar × faţur × sin ×","Ingjald och Näv och Sven, de lät resa stenen efter Rormar, sin fader","Öl 18 - Öland: Seby, Segerstad","christerhamp_gamla_runor.csv","sv","2"
"... ...fr ' lit ' reisa ' steina ' efti- seuar ' faţur ' s-n ' goţan '","... lät resa stenarna efter Sävar, sin gode fader","Öl 21 - Öland: Hulterstads kyrka","christerhamp_gamla_runor.csv","sv","2"
"... ...na ' (₫)... [-]ftir + ...","... dessa stenar efter ...","Öl 22 - Öland: Hulterstads kyrka","christerhamp_gamla_runor.csv","sv","2"
"[ioruik]r × riti × stain × efti × -r---... ...oþur × sin","Jorund reste stenen efter ... sin broder","Öl 25 - Öland: Dröstorp, Sandby","christerhamp_gamla_runor.csv","sv","2"
"× kuţfastr × auk × helgun × auk × neniR × ţaun myţkini × litu × reisa × stein × eftiR × suein × faţur","Gudfast och Helgun och Nenne, moder och söner, lät resa stenen efter fadern Sven","Öl 26 - Öland: Sandby kyrkogĺrd","christerhamp_gamla_runor.csv","sv","2"
"× þeiR bryþr × reistu × kubl × þia × eftiR × sustur ×× sina × afriþi × auk × eftR × suein × faþur × sin × koþan ×","Dessa bröder reste deta minnesmärke efter sin syster Åfrid och efter sin gode far Sven","Öl 27 - Öland: Sandby kyrkogård","christerhamp_gamla_runor.csv","sv","2"
"harþruþr + raisti + stain + þinsa + aiftiR + sun + sin + s(m)iþ + trak + kuþan + halfburin + bruþiR ans + sitr + karþum brantr + rit- × iak þu raþa + khn","Härtrud reste denna sten efter sin son Smed, en god man. Halvboren, hans broder, sitter i Gårdarike. Brand högg rätt, därför kan du tyda.","Öl 28 - Öland: Gårdby kyrkogård","christerhamp_gamla_runor.csv","sv","2"
"auþbiarn : lit : reisa : stein : ...----... hialbi sialu * has","Ödbjörn lät resa stenen ... [Gud] hjälpe hans själ","Öl 31 - Öland: Runstens kyrka","christerhamp_gamla_runor.csv","sv","2"
"× (h)[e]rfri[þ- ...-] × uiþbiurn × litu × raisa × stain × þina × at × fastulf × faþur sin ×× siklaug × lit × raisa aftiR : bunta × sin × han × iaR × krafin × i × kirikiu ×","Härfrid och Vidbjörn lät resa denna sten efter Fastulv, sin fader, Siglaug lät resa efter sin make. Han är begraven i kyrkan.","Öl 36 - Öland: Bjärby, Runsten","christerhamp_gamla_runor.csv","sv","2"
