Sample_ID,Source,Reference,Target_Language,Model,Prediction
86,· sistin · ris(þ)... ... §B ...ftiR · keRmut · mak si...,"Sigsteinn raised ... §B in memory of Geirmundr, his kinsman-by-marriage.",en,gemma-2-2b-it-ft_20_epochs,"Síðinn raised ... §B in memory of Geirmundr, his kinsman-by-marriage."
87,[: rakR : lakþi : stin : yfiR : þiuk : s...n : sin : s...],"Rekkr laid the stone over Þjokkr, his son ...",en,gemma-2-2b-it-ft_20_epochs,Ragr laid over Þegn's(?) stone his/her son. ...
88,þurkl × auk + kisl + -itu + rais- ... þian + iftR + faþur sn + kans- ku- hialbi ant hans,Þorkell and Gísl had this stone raised in memory of their father Gansi(?)/Knasi(?). May God help his spirit.,en,gemma-2-2b-it-ft_20_epochs,Þorkell and Gísl had this stone raised in memory of their father. May God help his spirit.
89,biarn · li(t) ... ...- · ul- -(o)(r)oþur · sen ·,"Bjôrn had ... ... Ulfr, his brother.",en,gemma-2-2b-it-ft_20_epochs,"Bjôrn had ... ... Ulfr, his brother."
90,[tiarfR · raisti · stain : þinsa : at : irim : faþur : sin : kuþan :],"Djarfr raised this stone in memory of Grímr, his good father.",en,gemma-2-2b-it-ft_20_epochs,"Djarfr raised this stone in memory of Grímr, his good father."
91,[huitr ok| |karl ouk ulf l...u ...ris...],Hvítr and Karl and Ulfr(?) had ...,en,gemma-2-2b-it-ft_20_epochs,Hvítr and Karl and Ulfr had ...
92,... ...arl ' uk ihulbiurn ' litu rita stono þisa ' uk| |kirua bru þisa ' at iafur faþur si... ... (h)ialbi ont hos,"... Karl and Ígulbjôrn had these stones erected and this bridge made in memory of Jôfurr, their father ... may help his spirit.",en,gemma-2-2b-it-ft_20_epochs,"... Karl and Ígulbjôrn had these stones erected and this bridge made in memory of Jôfurr, their father ... may help his spirit."
93,[...-R lit ' r...] ... ...- ÷ sina ÷ k...,... had (the stone) raised/erected ... ... their/his ...,en,gemma-2-2b-it-ft_20_epochs,... had raised ... his spirit.
94,[as]kil : lit : rita : stin : þa[na · -f-]- : u[n]-- : faþur : [si]n [-u-]a : kuþ[an],"Áskell had this stone erected in memory of ... his father, a good husbandman.",en,gemma-2-2b-it-ft_20_epochs,"Áskell had this stone erected in memory of ... his father, a good husbandman."
95,þruntr × risti + tsin × þinsa + aftiR · þurtsin [faþ](u)r sin,"Þróndr raised this stone in memory of Þorsteinn, his father.",en,gemma-2-2b-it-ft_20_epochs,"Þróndr raised this stone in memory of Þorssdinn, his father."
96,fastkaiR fastlauk at sun sin litu (h)akua at nefkair,"Fastgeirr (and) Fastlaug had (the stone) cut in memory of Nefgeirr, in memory of their son.",en,gemma-2-2b-it-ft_20_epochs,"Fastgeirr(?), Fastlaug in memory of her son had (it) cut in memory of Nífgeirr(?)."
97,o^not^r : a mik : a ho^no^m,Ônundr of Hornar owns me.,en,gemma-2-2b-it-ft_20_epochs,"Ônundr of Hróðnar(?) owns me, and ..."
98,tuki : ri(s)-- ¶ -tin : þansi : ift ¶ þurstin : sin ¶ -(r)uþur : nuk ¶ igi : sin : faþu-,"Tóki raised this stone in memory of Þorsteinn, his brother, and Ingi, his father.",en,gemma-2-2b-it-ft_20_epochs,"Tóki raised this stone in memory of Þorsteinn, his brother and Eiðr(?), his father."
99,[× sibi × auk × irmuntr × auk × þoriR × litu × raisa × stain × iftiR × s(u)... ... ...-- (h)(a)n · to × austr × sun × kismuntaR],"Sibbi and Ernmundr and Þórir had the stone raised in memory of ... ... ... He, Gísmundr's son, died in the east.",en,gemma-2-2b-it-ft_20_epochs,"Sibbi and Ernmundr and Þórir had the stone raised in memory of ... ... ... he, Gísmundr's son, died in the east."
100,... stin : þinsi : i--iR : un...,... this stone in memory of ...,en,gemma-2-2b-it-ft_20_epochs,... this stone in memory of ...
1,[hualf : lit ... ufir : tar : fadur : simun ...],... had the vault [made] ... over their father Símon ...,de,gemma-2-2b-it-ft_20_epochs,"Hvalfr had ... over <tar> his father, Samun ..."
2,...(a)lui : lit * kira : kubl : ifti... ... burþur : ulfs * þiR * a(u)... ... (m)iþ * ikuari : o : sirk*la(t)...,...-vé had the monument made in memory of ... Ulfr's brother. They in / to the east ... with Ingvarr in Serkland.,de,gemma-2-2b-it-ft_20_epochs,...-vé had the monument made in memory of ... Ólfr's brother. They (also) produced/found ... in Serkland / Ingvarr.
3,þat ik uk (M) nona ¶ snonk=uk(t)(i)unf(i) ¶ sak a=rf hit(r)k ¶ þik,... ... ... ... ... ... ... ... ... …,de,gemma-2-2b-it-ft_20_epochs,... ... ... ... ... ... ... ... ...
4,§A nasi × auk : þair : bruþr : raistu : stain : þisa ×,"§A Nasi/Nesi and his brothers raised this stone §B in memory of Jarl, their good father, and made the bridge as thanks to God.",de,gemma-2-2b-it-ft_20_epochs,"§A Nasi/Nesi and his brothers raised this stone §B in memory of Nasi's/Nesi's mother, (their) sister, and in memory of Auðfinnr §C their brother."
5,[(n)...i...iukaR : auk : biorn : auk : farulfi : þiR : litu : risa : stan : aftiR * aka : faþur : sin * hat : uaR : uskul * þik : þRa *],"... and Bjǫrn and Farulfr, they had the stone raised in memory of Áki, their father. He was ...",de,gemma-2-2b-it-ft_20_epochs,"... and Bjǫrn and Farulfr, they had the stone raised in memory of Áki, their father. He was (the latter day's) Uzgulr their þiór."
6,§A ...r × ok × e...,§A ... and ... §B ...,de,gemma-2-2b-it-ft_20_epochs,§A ... and ... §B ... and ...
7,k-na : let : legia : st¶in : þensi : auk : tuki :,Ginna(?)/Gína(?) had this stone laid and (i.e. with) Tóki.,de,gemma-2-2b-it-ft_20_epochs,Ginna had this stone laid and Tóki.
8,§A (m)a(l)(i) : es : a : s(t)ain(i) : þesu(m) : a- ...,"§A The agreement on this stone is, that ... §B half of the warping-line lie to ... §C as property and as allodial land ... ...",de,gemma-2-2b-it-ft_20_epochs,§A <mal(i): es> owns and dispones these stones ... §B ... ... ... ... ... ...
9,× orikia × auk × ikul × litu × raisa × stain × ... ...biurn × faþur sin ×,"Órœkja and Ígull had the stone raised ... ...-bjǫrn, their father.",de,gemma-2-2b-it-ft_20_epochs,"Héringia and Ígull had the stone raised ...-bjǫrn, their father."
10,...[rn :] auk * fasti : raist=u st[a]in ** at * k(i)(l)beaurn : faþ(u)r : si(n) : [buata : þo]r[*kiai]rþ[i **],"Bjǫrn and Fasti raised the stone in memory of Ketilbjǫrn(?), their father, Þorgerðr's husbandman.",de,gemma-2-2b-it-ft_20_epochs,"Bjǫrn and Fasti raised the stone in memory of Ketilbjǫrn(?), their father, Þorkell(?), their brother."
11,§A ...þi---- (+) -ftir + foþur (:) sin (:) þurbio-...,§A ... in memory of his father Þorbjǫrn. §B ...,de,gemma-2-2b-it-ft_20_epochs,§A ... in memory of his father Þorbjǫrn §BP ... in memory of his mother Gunnhildr ... §BQ ... in memory of his mother Gunnhildr ... §C ... in memory of his mother Gunnhildr ...
12,[... uaR * tauþr × i austr*uih- ...],... died on the eastern route ...,de,gemma-2-2b-it-ft_20_epochs,... died in the east[-land/Eastland/Austrvéing...]
13,k suntahr tir brim o=k i treta=ntu rato,K (was) the Sunday[-stave] and Tyrr the prime-stave in the thirteenth row.,de,gemma-2-2b-it-ft_20_epochs,K was the Sunday[-stave] and D the thirteenth-stave in the pentad.
14,§A ... ¶ ... ¶ ... ¶ ...,§A ... ... ... ... §B ... ... ...,de,gemma-2-2b-it-ft_20_epochs,§A ... §B ... §C ... §D ... §E ... §F ...
15,[... ...lfa : faþur * sin : auk ...],"... (in memory of) Þjalfi(?), his father and ...",de,gemma-2-2b-it-ft_20_epochs,"... (in memory of) Þjalfi(?), his father and ..."
16,... : [ai](f)(t)(i)(r) * (m)(u)... * (u)…,... in memory of <mu-> ...,de,gemma-2-2b-it-ft_20_epochs,... in memory of ... ...
17,§A ol(a)f(r) : hnaki : -... ...ra : famtan : (b)o : kan-þis... ...n(m)... ...(i)rþi : s---...,§A Ólafr the Neck ... ... fifteen estates ... ... ... ... §B all may violate Gautr(?) ...,de,gemma-2-2b-it-ft_20_epochs,§A Ólafr ... ... the finger [tips] of both hands ... ... ... §B ... ... ... ... ... §C ... ... ... ... ... ... §D ... ... ... ... ... ...
18,[biriki ÷ birita ÷ batar ÷ ok ÷ akhi ÷ kyrþi kirkuh ÷ asur ÷ ok ÷ skuli ÷ ok ÷ þorþr ÷ ok ÷ ku=nar ÷ i siua---sta ÷],May Birita save (us). Pétr and Áki made the church. Ôzurr and Skúli and Þórðr and Gunnarr in Sigvaldstaðir.,de,gemma-2-2b-it-ft_20_epochs,"<biriki> made the monument, and <akhi> (both?) raised the altar, Ôzurr and Skúli and Þórðr and Gunnarr in ...-ost."
19,þo=rir * ræist * runa=r * þessa=r * þan * olaus*mess*o=æpþa=n ¶ ...r han * fo=r * he=r um ¶ ÷ bæþe= =ge=rþo= =no=(r)ne=r * uæl * o=k * il=la * mikla * møþe ¶ g skapaþu * þær mer,"Þórir carved these runes on the eve of Olaus-mass, when he travelled past here. The norns did both good and evil, great toil ... they created for me.",de,gemma-2-2b-it-ft_20_epochs,"Þórir carved these runes on the eve of Olausmesse, when he travelled to her (i.e. to England). Then it was made down with a horn, and not with a feather. That makes a large meeting, to create speech."
20,+ BONDO FRISO ME FECIT | ESGERVS RØTH ME FECIT : FIERI | fuþorkhniastblmy---,"Bondo (the) Frisian made me, Esgervs Red had me made. Golden numbers.",de,gemma-2-2b-it-ft_20_epochs,Bóndi made me (with) flour. Esgervs(?) made me with fire. <fuþorkhniastblmy->
21,[stoþi * auk * sihtiarfr *  þorker * lit]u * ris[t]a * stin at * aistu[lf * b]roþu[r *] (s)in [sun þorkerþa],"Stóði and Sigdjarfr and Þorgerðr had the stone carved in memory of Eistulfr, their brother, Þorgerðr's son.",de,gemma-2-2b-it-ft_20_epochs,"Stóði and Sigdjarfr and Þorgerðr had the stone raised in memory of Eistulfr, their brother, Þorgerðr's son."
22,þoriR × lit hakua stain at * binu fiþur sin × ketilu[i × at × b]onta sin ×,"Þórir had the stone cut in memory of Bína(?), his father; Ketilvé in memory of her husbandman.",de,gemma-2-2b-it-ft_20_epochs,"Þórir had the stone cut in memory of Bína(?), his father; Ketilu(?), in memory of her husbandman."
23,+ annus * inkannacionis : domini : millesimus * ducentisimus : tris=cesimus : oktauus : erat : fakta * ak kampana : bero : s=crp*sit,Anno incarnationis Domini millesimo ducentesimo tricesimo octavo erat facta hæc campana. Bero scripsit.,de,gemma-2-2b-it-ft_20_epochs,Anno incarnationis Domini millesimo ducentesimo tricesimo octavo erat factus <kampana>. Bero scribe.
24,§A kruhs markus (s)u--io-(b) ¶ --(u)(h)(s) (m)aþ(e)(u)s -- §B (k)ruhs iohanæs ¶ (k)ruhs (l)(u)k-- --,"§A Crux, Marcus, ... crux, Matthæus, ... §B crux, Johannes, crux, Lucas …",de,gemma-2-2b-it-ft_20_epochs,"§A Cross, Mark, Saviour, Cross, Luke, Cross, John, Cross §B Cross, Christ's, Cross, Hail Mary, Cross"
25,[* iskirun * harþiR * totiR * lit * risti * runiR * ati * sik * sialfan * hn * uil * austr * fara * auk * ut * til * iursala * fair * risti * runiR *],"Ingirún(?) Harðr's daughter, had the runes carved in memory of herself. She wants to travel to the east and abroad to Jerusalem. Fótr(?) carved the runes.",de,gemma-2-2b-it-ft_20_epochs,"Ingirún(?) Harðr's daughter, had the runes carved in memory of herself. She wants to travel to the east and abroad to Jerusalem. Fárre(?) carved the runes."
26,[isifara · auk · k... ... ...-r · sin · hon tu i krikum],<isifara> and ... ... their … He died in Greece.,de,gemma-2-2b-it-ft_20_epochs,Sigpapa/Hœfða and ... ... their ... He died in Greece.
27,biarfaa : statu : sis[o] stain ¶ hakbiarn :  bruþr  ¶ ruþuisl : austain : imuar ¶ is af[a] : st[ai]n[a] : stata : aft : raf[a] ¶ su[þ] furi : ru[f]staini : kuamu ¶ uit i aifur : uifil ¶ [ba]uþ [u=m],"Hegbjǫrn raised this stone glaring (and his) brothers Hróðvísl, Eysteinn, <-muar>, who have had stones raised in memory of Hrafn south of Rofstein. They came far and wide in Eifor. Vífill bade ...",de,gemma-2-2b-it-ft_20_epochs,"The monument speaks of the events: Hábjǫrn, Bruðir, Hróðvisl, Eysteinn, Imurr, who were in front of the stones and in front of the stones(?) lay(?) in memory of Hróðvaldr. South is Ruffstein; north is ... (end of [transliteration]); east is ... (end of [transliteration]); west is ..."
28,[turi : sati : stin : þonsi : aftir : askut : bruþur : sin : iar : barþi : iattin : þikra : i : iatustun : auk : brunia : fik : harþa : kuþan *],"Dýri(?) placed this stone in memory of Ásgautr, his brother, who lived(?) in Jǫtunstaðir(?) and Brúni, a very good valiant man.(?)",de,gemma-2-2b-it-ft_20_epochs,"Dóri(?) placed this stone in memory of Ásgautr, his brother, who lived(?) in Jǫthúsund(?) and Brúni, a very good valiant man.(?)"
29,...[(n) '] uk ' ihul ' uk ' gisl ' uitr ' li... …,... and Ígull and Gísl (and) Eyndr(?) had ...,de,gemma-2-2b-it-ft_20_epochs,... and Ígull and Gísl [and Eyndr(?) ... ...
30,--rþr * ris-- * kuml * þe... ... ...-aþis * o * eklanti,Þórðr raised this/these(?) monument(s) ... met his end in England.,de,gemma-2-2b-it-ft_20_epochs,Þórðr raised this/these(?) monument(s) ... ... died in England.
31,§P [katil × risti × sten × efti sin broþur : nahhar stens su- +],"Ketill raised the stone in memory of his brother Nagr(?), Harðsteinn's son.",de,gemma-2-2b-it-ft_20_epochs,"§P Ketill raised the stone in memory of his brother <nahhar> Stone's(?) son. §Q Kátil carved in memory of his brother, son of Steinn."
32,[+ butulfr : ... : ...s...r : butuiþr : ok : iakaupr : ok : olafr : ...],Bótulfr ... ... Bótviðr and Jakobr and Ólafr ...,de,gemma-2-2b-it-ft_20_epochs,Bótulfr ... ... Bótviðr and Jakobr and Ólafr ...
33,× fastbiurn × lit rita × stain × iftiR mintil × faþurR sin,"Fastbjǫrn had the stone erected in memory of Myndill, his father.",de,gemma-2-2b-it-ft_20_epochs,"Fastbjǫrn had the stone erected in memory of Myndill, his father."
34,§A pa=l æi(n)(a)=(r)so=n : ræist : run(a)=(r) (:) þæs...,§A Páll Einarr's son carved these runes §B ... this stone in memory of ...,de,gemma-2-2b-it-ft_20_epochs,§A Páll Einarr's son carved these runes §B in memory of Árni's wife(?).
35,* ali : lakþi : stin : þasi : uftiR : uþu : kunu : s... ...u : harþa : kuþa,"Áli/Alli laid this stone in memory of Auða, his wife ... very good.",de,gemma-2-2b-it-ft_20_epochs,"Áli/Alli laid this stone in memory of Auða, his wife ... very good."
36,--ti- + karþi × br(u) + þasi + a-tiR + hemkil + auk * siba sunu × sina,"<--ti-> made this bridge in memory of Heimkell and Sibbi, her sons.",de,gemma-2-2b-it-ft_20_epochs,"<--ti(i)> made this bridge in memory of Heimkell and Sibbi, his sons."
37,Side A : tuki : r-... : br--... Side B ...-s-…,Tōki …,de,gemma-2-2b-it-ft_20_epochs,…
38,§A ... ¶ ... §B ... ¶ …,§A ... ... §B ... …,de,gemma-2-2b-it-ft_20_epochs,§A ... §B ...
39,+ aslagr : pr(e)str * reit * runa=r þessa=r,Áslakr the priest wrote these runes.,de,gemma-2-2b-it-ft_20_epochs,Áslakr the priest writes these runes.
40,h[outi]an [* auk * asur * þair * litu *] (r)aisa * merki * þisa * at [*] (u)l[f] * faþur * sin *,"<houtian> and Ôzurr, they had these landmarks raised in memory of Ulfr, their father.",de,gemma-2-2b-it-ft_20_epochs,"Holti and Ôzurr, they had these landmarks raised in memory of Ulfr, their father."
41,§A -uki : os^a : b : r^aisþ^a : u^ar : aft : -^t-a^þ : -(i)- : nafis §B : þo : is : o(s)(i) : --- : þ^aþa^n : (a)(u)- -u^a : staina : þisa : -----,§A ... §B …,de,gemma-2-2b-it-ft_20_epochs,§A ... ... ... ... ... ... ... ... ... §B who owns this? He was not defeated in Egypt. This stone ... ...
42,tu-iR : resþi : sta... ... unþik : bru-ur : sin :,"Tólir/Dóttir raised the stone ... Óníðingr, his/her brother.",de,gemma-2-2b-it-ft_20_epochs,"Þórðr/Dórrðr raised the stone ... Óníðingr/Auðingr, his brother."
43,a	b	c	d	e	f	g	h	i	k	l	m	n	o	p	r	s	t	u	v	y	.	þ	.	.	.,a	b	c	d	e	f	g	h	i	k	l	m	n	o	p	r	s	t	u	v	y	.	þ	.	.	.,de,gemma-2-2b-it-ft_20_epochs,a	b	c	d	e	f	g	h	i	k	l	m	n	o	p	r	s	t	u	v	y	.	þ	.	.	.
44,× þorkis[l] -uk × þorstin auk × uibiarn × auk × olifr × --tu × raisa × stin × eftiR × þorbiarn × faþur × sin,"Þorgísl and Þorsteinn and Vébjǫrn and Óleifr had the stone raised in memory of Þorbjǫrn, their father.",de,gemma-2-2b-it-ft_20_epochs,"Þorgeirr and Þorsteinn and Vébjǫrn and Óleifr had the stone raised in memory of Þorbjǫrn, their father."
45,[kalukR lit × risa × stn × þina × iftR × siba · boanta sin × koes...--... faþur · s¶in han fal · s... ¶ keþfrekr],"<kalukR> had this stone raised in memory of Sibbi, her husbandman ... her father. He fell south(?) …",de,gemma-2-2b-it-ft_20_epochs,"Kallaug had this stone raised in memory of Sigbiorn, her husbandman. (He) ... ... ... ... Geirfreðr"
46,§A + tak ' hiR krist * (e)yratr * hafir * kart ' klukhera * sun ' amen,"§A Thank-you(?), Lord(?) Christ. Eyrhvatr(?) has made, son of the organist. Amen. §B Jubilant.",de,gemma-2-2b-it-ft_20_epochs,"§A Take good care of Christ, Eyrvatr has carred ... son. Amen. §B May God and God's mother help Ólafr and Ólafr's mother and Ólafr's children ... son. Amen. §C May God and God's mother help Ólafr and Ólafr's mother and Ólafr's children ... son. Amen. §D May God and God's mother help Ólafr and Ólafr's mother and Ólafr's children ... son. Amen. §E May God and God's mother help Ólafr and Ólafr's mother and Ólafr's children ... son. Amen. §F May God and God's mother help Ólafr and Ólafr's mother and Ólafr's children ... son. Amen. §G May God and God's mother help Ólafr and Ólafr's mother and Ólafr's children ... son. Amen. §H May God and God's mother help Ólafr and Ólafr's mother and Ólafr's children ... son. Amen. §I May God and God's mother help Óla"
47,§A d=um * das : ka=rus * e=ris : da=re : des--,"§A As long as you give, you will be held dear; if you abandon giving, §B you will be despised.",de,gemma-2-2b-it-ft_20_epochs,"§A If you are afraid, carve/raise ... §B ..."
48,[× aist]r × lit × [ra... ... ... suart×haufþa × faþur] ...,"Eistr had … raised in memory of Svarthǫfði, his father.",de,gemma-2-2b-it-ft_20_epochs,"Eysteinn had ... raised in memory of Svarthǫfði, his father."
49,bosi : tlhi ¶ kirki ¶ bosi : ta=lh`þ´i sten ¶ til skatma ¶ kirkiu,Bósi shaped the church. Bósi shaped the stone for the church of the inhabitants of Skatelöv.,de,gemma-2-2b-it-ft_20_epochs,"Bósi's church rests (stands) beside (it), the stone of Bósi to the church of the dead."
50,baki : fulk(s)tin þiR : raisþu : stin : þan:si : at : faþur : sin kitilhafþa þ=r=u=t=a=R= =þ=i=a=k=n uit,"Banki/Baggi (and) Folksteinn, they raised this stone in memory of their father Ketilhǫfði, a Þegn of strength. ...",de,gemma-2-2b-it-ft_20_epochs,"Backi (lit. ""from Backi""s"") the Folk-clan raised this stone in memory of their father Ketilhôfði, a Þegn of strength."
51,riuiþr : risiþ : sti : þasi : auftiR : kirm : su : sin : miuk : kuþan : trik :,"<riuiþr> raised this stone in memory of Grímr, his son, a very good valiant man.",de,gemma-2-2b-it-ft_20_epochs,"<riuiþr> raised this stone in memory of Grímr, his son, a very good valiant man."
52,auþa : auk : ika * auk * erintis * þriþi * hafa * muþk-... -þ um * karua * stain ra--... itiR * suain * faþur : sin * auk * at kuþfast * bruþr * sin * han uaR : sun : auþuR,"Auða and Inga and Erindís as the third, the mother and daughters have (achieved) the feat of making and raising(?) the stone in memory of Sveinn, their father, and in memory of Guðfastr, their brother. He was Auða's son.",de,gemma-2-2b-it-ft_20_epochs,"Auða and Inga and Erindir, the three, have made the monument in memory of Ólafr (their) father, and in memory of Guðfastr, their brother. He was the sun of Auða."
53,...--- × lagþu × s... …,... laid the stone ...,de,gemma-2-2b-it-ft_20_epochs,... laid the stone(?) ...
54,a=u=æ ÷ maria ÷ iæssus + {ANNO : DOMINI : MO : CCCO : XLO : QUINTO : DECIMO : SEPTIMO : KLAS : AUGUSTI : CURATO : ECCLEIE : DOMINO : OLAUO : TUTORIBUS : ECCLEIE : GEDSTAUO : ET : NICHOLAO : HAQUINUS : FUDIT : HANC : CAMPANAM : MAGNO : REGE : SUECIE : DNO : SIGGONE : EPISCOPI : SCARENSI} : +,Ave Maria Jesus. {Anno domini millesimo trecentesimo sexagesimo quinto decimo septimo kalendas augusti curato ecclesiae domino Olauo tutoribus ecclesiae Gedstauo et Nicholao Haquinus fudit hanc campanam Magno rege Sueciae domino Siggone episcopo Scarensi.},de,gemma-2-2b-it-ft_20_epochs,Ave Maria Jesus { anno domini millesimo trecentesimo sexagesimo quinto decimo septimo kalendas augustales curato ecclesiae domino olauo tutoribus ecclesiae gestdauo et nicholAO haquinus fudit hanc campamna domino rege Sueciae non Siggone episcopo Scarensi}.
55,osfriþr : risþi : stin : þonsi : eftiR : osgiR : hrþa : kuþan : trek : buta * sin,"Ásfríðr raised this stone in memory of Ásgeirr, her husbandman, a very good valiant man.",de,gemma-2-2b-it-ft_20_epochs,"Ásfríðr raised this stone in memory of Ásgeirr, her husbandman, a very good valiant man."
56,§A + esse krucem tomini fugite pa=rtes atu=erse : uicit leo * de tribu iuta ratiks ta=uit,"§A Behold the cross of the Lord; flee, you hostile powers. The lion of the tribe of Juda, the root of David, has conquered. §B Four letters on the forehead-plate that Aaron bore on his forehead, Jesus Christ. §C Mark, Matthew, Luke, John. §D Tetragrammaton. Alpha and Omega.",de,gemma-2-2b-it-ft_20_epochs,"§A Observe the cross of the Lord, flee! Disparate parties have conquered. The lion from Jud's tribe yielded. §B The cross will conquer. The Lord's cross. §C The cross of the Lord. The cross of the Lord conquers."
57,§A f... ¶ ...ku-... ¶ ...-kas--... ¶ ...-kh--...,§A ... ... ... ... §B ...,de,gemma-2-2b-it-ft_20_epochs,§A ... ... ... §B ... ... ... §C ... ... ... §D ... ... ... §E ...
58,Side A ...(k)hniistmlR Side B n,[fuþor]khn[ia]s[tb]lmR …,de,gemma-2-2b-it-ft_20_epochs,…
59,iþinui ' uk ' austain ' uk ' ulfr ' uk * ol(a)[fr * litu * raisa * s]tain * iftiR hal(f)tan faþur sin,"Heðinvé and Eysteinn and Ulfr and Ólafr had the stone raised in memory of Halfdan, their father.",de,gemma-2-2b-it-ft_20_epochs,"Iðnúv/Iðnúv干 and Eysteinn and Ulfr and Ólafr had the stone raised in memory of Halfdan, their father."
60,...-ta : bain : uas * (i)-(u)--...,This bone was ...,de,gemma-2-2b-it-ft_20_epochs,This bone was ...
61,§A (b)isi * sati : st[(n)] : þisi : iftiR : þurkut : u----þi : faþur,"§A Bisi placed this stone in memory of Þorgautr ... his father. §B And Gunna, both. Thistle, mistletoe, casket.",de,gemma-2-2b-it-ft_20_epochs,"§A Bisi placed this stone in memory of Þorgautr ... father. §B He also placed this stone in memory of Þorgautr, (his) father ... §C I placed this stone in memory of Þorgautr, (his) father ..."
62,× ilturi × lit × raisa × stin × eftiR × sukiR × faþur × sin × kuþ × hialbi * ant * ahns ×,"<ilturi> had the stone raised in memory of Siggeirr/Seygeirr, his father. May God help his spirit.",de,gemma-2-2b-it-ft_20_epochs,"<ilturi> had the stone raised in memory of Siggeirr/Seygeirr, his father. May God help his spirit."
63,§A · anut · ... ...-n · sin · uk ifti(R) ... ...þa ·,ENG: Ônundr ... his son and in memory of ... ... his => §A Ônundr ... his son and in memory of ... ... §B ... …,de,gemma-2-2b-it-ft_20_epochs,§A Ônundr ... his son and in memory of ... ... §B And Ófeigr ...
64,+ kuþluk * lit ... ... ... ...a × sun * sin * auk * at * sik * sialfa * han * to * a lank*barþa*l--ti *,"Guðlaug had the stones raised in memory of Holmi, her son, and in memory of herself. He died in Lombardy.",de,gemma-2-2b-it-ft_20_epochs,"Guðlaug had the stone raised in memory of Holmi, her son, and in memory of herself. He died in Lombardy."
65,[anuntr ' uk ' þorbiarn ' li-u * rita sitn yftiR * katelmunt * bruþur],"Ǫnundr and Þorbjǫrn had the stone erected in memory of Ketilmundr, (their) brother.",de,gemma-2-2b-it-ft_20_epochs,"Ônundr and Þorbjǫrn had the stone erected in memory of Ketilmundr, (their) brother."
66,§A þa : ræist : mik : oa=k : ræisti ¶ [: a]mundi : o=rmstæins:a:sun : a : sot=range,§A Ámundi Ormsteinn's son of Sótrangr carved and raised me then. §B The border-mark is from here east into Langaforsinn. §C fir §D ...,de,gemma-2-2b-it-ft_20_epochs,"§A That carved me, and I carved, for Órnmundr's pennies, on Söta Ränne. §B Never will I carve again."
67,... : þensa : iftir : eskil : (b)(r)-(þ)... …,"... this in memory of Áskell, brother …",de,gemma-2-2b-it-ft_20_epochs,"... this in memory of Áskell, brother ..."
68,+ suain + auk + biarn × auk × ikulfastr × litu × raisa × stin × eftiR × ikul × faþur × sin ×,"Sveinn and Bjǫrn and Ígulfastr had the stone raised in memory of Ígull, their father.",de,gemma-2-2b-it-ft_20_epochs,"Sveinn and Bjǫrn and Ígulfastr had the stone raised in memory of Ígull, their father."
69,[+ hkir : rullis : raneulfr : sniaual... ...],Here rests(?) Randulfr(?) Snjóvaldr's ...,de,gemma-2-2b-it-ft_20_epochs,Ingiก็r(ill)is(?) Rannvaldi(í)r(?) Snjóhvaldr(?) ...
70,stifatr : sati : stin : þani : efti(r) …,Styfjaldr(?) placed this stone in memory of ...,de,gemma-2-2b-it-ft_20_epochs,Styfjaldr(?) placed this stone in memory of …
71,[hulRstan : lit : kera : mer-... ...lf sun sin *],Holmsteinn had the landmark made ... his son.,de,gemma-2-2b-it-ft_20_epochs,Holmsteinn had the landmark made ... his son.
72,auþbiarn : lit : reisa : stein : ...----... hialbi sialu * has,Auðbjǫrn had the stone raised ... May (God) help his soul.,de,gemma-2-2b-it-ft_20_epochs,Auðbjǫrn had the stone raised ... May (God) help his soul.
73,rehinmoþ : læt * gæra : hualf : ifir * gunnar : æsbeorna=r * so=n : ¶ {HARALDVS : ME : FECIT : MAHISTER ¶ REGINMOT * LET * GERA * HVALF :¶ IFIR : GVNNAR : ESBEORNAR : SON},Reginmóð had the vault made over Gunnarr Ásbjǫrn's son. {Haraldus me fecit magister. Reginmóð had the vault made over Gunnarr Ásbjǫrn's son.},de,gemma-2-2b-it-ft_20_epochs,Reginmóð had the vault made over Gunnarr Ásbjǫrn's son. {Haraldus me fecit magister. Reginmóð had the vault made over Gunnarr Ásbjǫrn's son.}
74,a	b	c	t	e	f	g	h	i	k	?	m	n	o	k	m	r	s	d	u	X	?	þ,a	b	c	t	e	f	g	h	i	k	?	m	n	o	k	m	r	s	d	u	X	?	þ,de,gemma-2-2b-it-ft_20_epochs,a	b	c	t	e	f	g	h	i	k	?	m	n	o	k	m	r	s	d	u	X	?	þ
75,[(u)tar : auk : -... ... ...þis : a=ustr × ...uk-ma],Óttarr and ... ... met his end in the east ...,de,gemma-2-2b-it-ft_20_epochs,Óttarr and ... ... met their end in Austr ...
76,* kiarþar + auk * ioruntr * lata ' reisa * þisa * steina * eftir * systur*suni * sina * irnmunt : auk ' ikiunt *,Gerðarr and Jǫrundr have raised these stones in memory of their sister's sons Ernmundr and Ingimundr.,de,gemma-2-2b-it-ft_20_epochs,Gjarðarr and Jǫrundr have raised these stones in memory of their sister's sons Ernmundr and Ingimundr.
