Sample_ID,Source,Reference,Target_Language,Model,Prediction
84,... ...isti : krus : -... ¶ ...ir : mol:mu... ...,... raised (this?) cross in memory of Maelmuire ...,en,qwen3.5-0.8B-ft_en,... ... ... ... ... ... ... ...
85,ragna : let × raisa × stain × þin(a) ... ... × sun × kuþbirnaR × trenk × ufi(l)an,"Ragna had this stone raised ... ... Guðbjôrn's son, an undaunted valiant man.",en,qwen3.5-0.8B-ft_en,"Ragnbjôrn raised this stone in memory of Guðbjôrn, his father."
86,· sistin · ris(þ)... ... §B ...ftiR · keRmut · mak si...,"Sigsteinn raised ... §B in memory of Geirmundr, his kinsman-by-marriage.",en,qwen3.5-0.8B-ft_en,Sjastinn raised ... §B ... made ...
87,[: rakR : lakþi : stin : yfiR : þiuk : s...n : sin : s...],"Rekkr laid the stone over Þjokkr, his son ...",en,qwen3.5-0.8B-ft_en,"Rakr and Laki, they had this stone raised in memory of ..."
88,þurkl × auk + kisl + -itu + rais- ... þian + iftR + faþur sn + kans- ku- hialbi ant hans,Þorkell and Gísl had this stone raised in memory of their father Gansi(?)/Knasi(?). May God help his spirit.,en,qwen3.5-0.8B-ft_en,Þorkl and Kjell had raised ... they had made ... their sons.
89,biarn · li(t) ... ...- · ul- -(o)(r)oþur · sen ·,"Bjôrn had ... ... Ulfr, his brother.",en,qwen3.5-0.8B-ft_en,Bjôrn and ... ... ... ... ...
90,[tiarfR · raisti · stain : þinsa : at : irim : faþur : sin : kuþan :],"Djarfr raised this stone in memory of Grímr, his good father.",en,qwen3.5-0.8B-ft_en,"Tífrar raised the stone in memory of Írím, their father."
91,[huitr ok| |karl ouk ulf l...u ...ris...],Hvítr and Karl and Ulfr(?) had ...,en,qwen3.5-0.8B-ft_en,Hvitr and Karl and Ulfr(?) and ... ...
92,... ...arl ' uk ihulbiurn ' litu rita stono þisa ' uk| |kirua bru þisa ' at iafur faþur si... ... (h)ialbi ont hos,"... Karl and Ígulbjôrn had these stones erected and this bridge made in memory of Jôfurr, their father ... may help his spirit.",en,qwen3.5-0.8B-ft_en,"... and Ingibjôrn, they raised the stone in memory of Ingjôrn, their brother, and in memory of Áfr, their father. ... (h)ialbi on the house."
93,[...-R lit ' r...] ... ...- ÷ sina ÷ k...,... had (the stone) raised/erected ... ... their/his ...,en,qwen3.5-0.8B-ft_en,... ... ... ... ...
94,[as]kil : lit : rita : stin : þa[na · -f-]- : u[n]-- : faþur : [si]n [-u-]a : kuþ[an],"Áskell had this stone erected in memory of ... his father, a good husbandman.",en,qwen3.5-0.8B-ft_en,"Askeli had the stone raised in memory of Gunn, his son."
95,þruntr × risti + tsin × þinsa + aftiR · þurtsin [faþ](u)r sin,"Þróndr raised this stone in memory of Þorsteinn, his father.",en,qwen3.5-0.8B-ft_en,"Þruntr raised this stone in memory of Þorðr, his father."
96,fastkaiR fastlauk at sun sin litu (h)akua at nefkair,"Fastgeirr (and) Fastlaug had (the stone) cut in memory of Nefgeirr, in memory of their son.",en,qwen3.5-0.8B-ft_en,"Fastgeir and Fastglôk and Sun, they have made the stone in memory of Nefkjær."
97,o^not^r : a mik : a ho^no^m,Ônundr of Hornar owns me.,en,qwen3.5-0.8B-ft_en,"Notre rae, I have made this home."
98,tuki : ri(s)-- ¶ -tin : þansi : ift ¶ þurstin : sin ¶ -(r)uþur : nuk ¶ igi : sin : faþu-,"Tóki raised this stone in memory of Þorsteinn, his brother, and Ingi, his father.",en,qwen3.5-0.8B-ft_en,"Tóki, they had this stone in memory of Þorsteinn, their son, and he died."
99,[× sibi × auk × irmuntr × auk × þoriR × litu × raisa × stain × iftiR × s(u)... ... ...-- (h)(a)n · to × austr × sun × kismuntaR],"Sibbi and Ernmundr and Þórir had the stone raised in memory of ... ... ... He, Gísmundr's son, died in the east.",en,qwen3.5-0.8B-ft_en,"Sibbi and Írmundr and Þórr had this stone raised in memory of Sveinn, their father. He was a good man."
100,... stin : þinsi : i--iR : un...,... this stone in memory of ...,en,qwen3.5-0.8B-ft_en,... raised in memory of ...
1,[hualf : lit ... ufir : tar : fadur : simun ...],... had the vault [made] ... over their father Símon ...,de,qwen3.5-0.8B-ft_en,"Hälfigt ... für das Tarr, für das Simmun ..."
2,...(a)lui : lit * kira : kubl : ifti... ... burþur : ulfs * þiR * a(u)... ... (m)iþ * ikuari : o : sirk*la(t)...,...-vé had the monument made in memory of ... Ulfr's brother. They in / to the east ... with Ingvarr in Serkland.,de,qwen3.5-0.8B-ft_en,"... in der Kirche, ich habe ..."
3,þat ik uk (M) nona ¶ snonk=uk(t)(i)unf(i) ¶ sak a=rf hit(r)k ¶ þik,... ... ... ... ... ... ... ... ... …,de,qwen3.5-0.8B-ft_en,"Ich habe nicht die Sonne, die ich nicht gesehen habe."
4,§A nasi × auk : þair : bruþr : raistu : stain : þisa ×,"§A Nasi/Nesi and his brothers raised this stone §B in memory of Jarl, their good father, and made the bridge as thanks to God.",de,qwen3.5-0.8B-ft_en,"§A Nasse und die Brüder, sie haben diesen Stein gebrochen."
5,[(n)...i...iukaR : auk : biorn : auk : farulfi : þiR : litu : risa : stan : aftiR * aka : faþur : sin * hat : uaR : uskul * þik : þRa *],"... and Bjǫrn and Farulfr, they had the stone raised in memory of Áki, their father. He was ...",de,qwen3.5-0.8B-ft_en,... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...
6,§A ...r × ok × e...,§A ... and ... §B ...,de,qwen3.5-0.8B-ft_en,§A ... ... ...
7,k-na : let : legia : st¶in : þensi : auk : tuki :,Ginna(?)/Gína(?) had this stone laid and (i.e. with) Tóki.,de,qwen3.5-0.8B-ft_en,"Knebt man die Steine, die ich in den Weg gesetzt habe."
8,§A (m)a(l)(i) : es : a : s(t)ain(i) : þesu(m) : a- ...,"§A The agreement on this stone is, that ... §B half of the warping-line lie to ... §C as property and as allodial land ... ...",de,qwen3.5-0.8B-ft_en,§A (m)a(l)(i) es: a: s(t)aini: þesu(m) a- ...
9,× orikia × auk × ikul × litu × raisa × stain × ... ...biurn × faþur sin ×,"Órœkja and Ígull had the stone raised ... ...-bjǫrn, their father.",de,qwen3.5-0.8B-ft_en,"Örkiðr und Íkuld trugen die Steine ... ...biurn, Vater, sein."
10,...[rn :] auk * fasti : raist=u st[a]in ** at * k(i)(l)beaurn : faþ(u)r : si(n) : [buata : þo]r[*kiai]rþ[i **],"Bjǫrn and Fasti raised the stone in memory of Ketilbjǫrn(?), their father, Þorgerðr's husbandman.",de,qwen3.5-0.8B-ft_en,... ... fasti ... ... ... ... ... ... ... ... ... ...
11,§A ...þi---- (+) -ftir + foþur (:) sin (:) þurbio-...,§A ... in memory of his father Þorbjǫrn. §B ...,de,qwen3.5-0.8B-ft_en,§A ... ... ... ... ... ... ... ... ...
12,[... uaR * tauþr × i austr*uih- ...],... died on the eastern route ...,de,qwen3.5-0.8B-ft_en,"... hat die Tauten, die ihn austrühen."
13,k suntahr tir brim o=k i treta=ntu rato,K (was) the Sunday[-stave] and Tyrr the prime-stave in the thirteenth row.,de,qwen3.5-0.8B-ft_en,Gott hat mir den Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Brücksteine/Br
14,§A ... ¶ ... ¶ ... ¶ ...,§A ... ... ... ... §B ... ... ...,de,qwen3.5-0.8B-ft_en,§A ... ... ... ...
15,[... ...lfa : faþur * sin : auk ...],"... (in memory of) Þjalfi(?), his father and ...",de,qwen3.5-0.8B-ft_en,... ... ... ... ... ...
16,... : [ai](f)(t)(i)(r) * (m)(u)... * (u)…,... in memory of <mu-> ...,de,qwen3.5-0.8B-ft_en,... ... ... ...
17,§A ol(a)f(r) : hnaki : -... ...ra : famtan : (b)o : kan-þis... ...n(m)... ...(i)rþi : s---...,§A Ólafr the Neck ... ... fifteen estates ... ... ... ... §B all may violate Gautr(?) ...,de,qwen3.5-0.8B-ft_en,§A Olfr hat ... ... ... ... ... ...
18,[biriki ÷ birita ÷ batar ÷ ok ÷ akhi ÷ kyrþi kirkuh ÷ asur ÷ ok ÷ skuli ÷ ok ÷ þorþr ÷ ok ÷ ku=nar ÷ i siua---sta ÷],May Birita save (us). Pétr and Áki made the church. Ôzurr and Skúli and Þórðr and Gunnarr in Sigvaldstaðir.,de,qwen3.5-0.8B-ft_en,"Bieriki und Birta, ich und ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich, ich,"
19,þo=rir * ræist * runa=r * þessa=r * þan * olaus*mess*o=æpþa=n ¶ ...r han * fo=r * he=r um ¶ ÷ bæþe= =ge=rþo= =no=(r)ne=r * uæl * o=k * il=la * mikla * møþe ¶ g skapaþu * þær mer,"Þórir carved these runes on the eve of Olaus-mass, when he travelled past here. The norns did both good and evil, great toil ... they created for me.",de,qwen3.5-0.8B-ft_en,"Dort ist der Rune gestreckt, diese (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die) (die)"
20,+ BONDO FRISO ME FECIT | ESGERVS RØTH ME FECIT : FIERI | fuþorkhniastblmy---,"Bondo (the) Frisian made me, Esgervs Red had me made. Golden numbers.",de,qwen3.5-0.8B-ft_en,"Bonne Frau, ich habe es gemacht. Esgervs Røth, ich habe es gemacht. Fuþorkhniastblmy--"
21,[stoþi * auk * sihtiarfr *  þorker * lit]u * ris[t]a * stin at * aistu[lf * b]roþu[r *] (s)in [sun þorkerþa],"Stóði and Sigdjarfr and Þorgerðr had the stone carved in memory of Eistulfr, their brother, Þorgerðr's son.",de,qwen3.5-0.8B-ft_en,"Schnittierfr und Þorker, ich habe diese Steine anstelle des Bredors."
22,þoriR × lit hakua stain at * binu fiþur sin × ketilu[i × at × b]onta sin ×,"Þórir had the stone cut in memory of Bína(?), his father; Ketilvé in memory of her husbandman.",de,qwen3.5-0.8B-ft_en,"Þori er den Holzstamm, ich bin nun da, ich habe den Ketil, ich habe ihn da."
23,+ annus * inkannacionis : domini : millesimus * ducentisimus : tris=cesimus : oktauus : erat : fakta * ak kampana : bero : s=crp*sit,Anno incarnationis Domini millesimo ducentesimo tricesimo octavo erat facta hæc campana. Bero scripsit.,de,qwen3.5-0.8B-ft_en,"Dieser Mann hat die Macht, die ich habe, und die ich habe, und die ich habe. Er kampana, er kampana, er kampana."
24,§A kruhs markus (s)u--io-(b) ¶ --(u)(h)(s) (m)aþ(e)(u)s -- §B (k)ruhs iohanæs ¶ (k)ruhs (l)(u)k-- --,"§A Crux, Marcus, ... crux, Matthæus, ... §B crux, Johannes, crux, Lucas …",de,qwen3.5-0.8B-ft_en,§A Kruhs Markus (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?) (?)
25,[* iskirun * harþiR * totiR * lit * risti * runiR * ati * sik * sialfan * hn * uil * austr * fara * auk * ut * til * iursala * fair * risti * runiR *],"Ingirún(?) Harðr's daughter, had the runes carved in memory of herself. She wants to travel to the east and abroad to Jerusalem. Fótr(?) carved the runes.",de,qwen3.5-0.8B-ft_en,"[Iskirun] hat diese Ringe und diese Runen, sie soll sie in Norðrysa/Orðrysa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/Orðræsa/"
26,[isifara · auk · k... ... ...-r · sin · hon tu i krikum],<isifara> and ... ... their … He died in Greece.,de,qwen3.5-0.8B-ft_en,... ... ... ... ... ... ... ... ...
27,biarfaa : statu : sis[o] stain ¶ hakbiarn :  bruþr  ¶ ruþuisl : austain : imuar ¶ is af[a] : st[ai]n[a] : stata : aft : raf[a] ¶ su[þ] furi : ru[f]staini : kuamu ¶ uit i aifur : uifil ¶ [ba]uþ [u=m],"Hegbjǫrn raised this stone glaring (and his) brothers Hróðvísl, Eysteinn, <-muar>, who have had stones raised in memory of Hrafn south of Rofstein. They came far and wide in Eifor. Vífill bade ...",de,qwen3.5-0.8B-ft_en,"Hierfaa hat sie das Steintuch, die Brüstebrüste und die Rüstbrette. Sie ist in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt, die sie in der Stadt"
28,[turi : sati : stin : þonsi : aftir : askut : bruþur : sin : iar : barþi : iattin : þikra : i : iatustun : auk : brunia : fik : harþa : kuþan *],"Dýri(?) placed this stone in memory of Ásgautr, his brother, who lived(?) in Jǫtunstaðir(?) and Brúni, a very good valiant man.(?)",de,qwen3.5-0.8B-ft_en,"Tori hat seine Steine aufgetrieben, um Brüdren zu retten. Er ist ein guter Mann. Er hat seine Frau und sein Kind."
29,...[(n) '] uk ' ihul ' uk ' gisl ' uitr ' li... …,... and Ígull and Gísl (and) Eyndr(?) had ...,de,qwen3.5-0.8B-ft_en,... ich habe hier das Bild gemacht.
30,--rþr * ris-- * kuml * þe... ... ...-aþis * o * eklanti,Þórðr raised this/these(?) monument(s) ... met his end in England.,de,qwen3.5-0.8B-ft_en,--rþr ... den klumpen ... ... ... ... ... ... ...
31,§P [katil × risti × sten × efti sin broþur : nahhar stens su- +],"Ketill raised the stone in memory of his brother Nagr(?), Harðsteinn's son.",de,qwen3.5-0.8B-ft_en,"§P Katil und Risti, ich habe den Broðr nahhar gesten, seine Frau."
32,[+ butulfr : ... : ...s...r : butuiþr : ok : iakaupr : ok : olafr : ...],Bótulfr ... ... Bótviðr and Jakobr and Ólafr ...,de,qwen3.5-0.8B-ft_en,Bottlfr ... ... ... ... ... ... ... ... ...
33,× fastbiurn × lit rita × stain × iftiR mintil × faþurR sin,"Fastbjǫrn had the stone erected in memory of Myndill, his father.",de,qwen3.5-0.8B-ft_en,"Fastbjôrn trug die Steine, wenn er mir mäntelte."
34,§A pa=l æi(n)(a)=(r)so=n : ræist : run(a)=(r) (:) þæs...,§A Páll Einarr's son carved these runes §B ... this stone in memory of ...,de,qwen3.5-0.8B-ft_en,§A pael æi... ... ... ... ...
35,* ali : lakþi : stin : þasi : uftiR : uþu : kunu : s... ...u : harþa : kuþa,"Áli/Alli laid this stone in memory of Auða, his wife ... very good.",de,qwen3.5-0.8B-ft_en,Ali hat das Stein mit ihm gemacht. Er hat den Hut und die Kette aufgetrieben.
36,--ti- + karþi × br(u) + þasi + a-tiR + hemkil + auk * siba sunu × sina,"<--ti-> made this bridge in memory of Heimkell and Sibbi, her sons.",de,qwen3.5-0.8B-ft_en,"--ti- und Karþi und Brøði, sie haben die Himmelfahrt getan. Sie sind nun das Leben."
37,Side A : tuki : r-... : br--... Side B ...-s-…,Tōki …,de,qwen3.5-0.8B-ft_en,Sände ich ... ... ...
38,§A ... ¶ ... §B ... ¶ …,§A ... ... §B ... …,de,qwen3.5-0.8B-ft_en,§A ... ... §B ... ...
39,+ aslagr : pr(e)str * reit * runa=r þessa=r,Áslakr the priest wrote these runes.,de,qwen3.5-0.8B-ft_en,"Gaelgr präsreit die Rune, diese ..."
40,h[outi]an [* auk * asur * þair * litu *] (r)aisa * merki * þisa * at [*] (u)l[f] * faþur * sin *,"<houtian> and Ôzurr, they had these landmarks raised in memory of Ulfr, their father.",de,qwen3.5-0.8B-ft_en,"Hauptmann, ich habe das Bild gemacht."
41,§A -uki : os^a : b : r^aisþ^a : u^ar : aft : -^t-a^þ : -(i)- : nafis §B : þo : is : o(s)(i) : --- : þ^aþa^n : (a)(u)- -u^a : staina : þisa : -----,§A ... §B …,de,qwen3.5-0.8B-ft_en,"§A – Kuiki, ich habe das Riese angelegt. §B – Ich habe das Riese angelegt."
42,tu-iR : resþi : sta... ... unþik : bru-ur : sin :,"Tólir/Dóttir raised the stone ... Óníðingr, his/her brother.",de,qwen3.5-0.8B-ft_en,... steht ... ...
43,a	b	c	d	e	f	g	h	i	k	l	m	n	o	p	r	s	t	u	v	y	.	þ	.	.	.,a	b	c	d	e	f	g	h	i	k	l	m	n	o	p	r	s	t	u	v	y	.	þ	.	.	.,de,qwen3.5-0.8B-ft_en,... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...
44,× þorkis[l] -uk × þorstin auk × uibiarn × auk × olifr × --tu × raisa × stin × eftiR × þorbiarn × faþur × sin,"Þorgísl and Þorsteinn and Vébjǫrn and Óleifr had the stone raised in memory of Þorbjǫrn, their father.",de,qwen3.5-0.8B-ft_en,"Þorkis-ugr und Þorstinn und Uibiarn und Olfr-þorbiarn und Fætur, die ich ertränkt habe."
45,[kalukR lit × risa × stn × þina × iftR × siba · boanta sin × koes...--... faþur · s¶in han fal · s... ¶ keþfrekr],"<kalukR> had this stone raised in memory of Sibbi, her husbandman ... her father. He fell south(?) …",de,qwen3.5-0.8B-ft_en,"[Kalukr] führte den Stein, die Stelle, die sie sich in Besitz nehmen soll. Boant, sie soll das Gesäumn, das sie in Besitz nehmen soll. Koeðr, sie soll das Gesäumn, das sie in Besitz nehmen soll."
46,§A + tak ' hiR krist * (e)yratr * hafir * kart ' klukhera * sun ' amen,"§A Thank-you(?), Lord(?) Christ. Eyrhvatr(?) has made, son of the organist. Amen. §B Jubilant.",de,qwen3.5-0.8B-ft_en,"§A (hier) Krist und Hafir und Kart, klukhera, Gott, Amen."
47,§A d=um * das : ka=rus * e=ris : da=re : des--,"§A As long as you give, you will be held dear; if you abandon giving, §B you will be despised.",de,qwen3.5-0.8B-ft_en,"§A den Kaiser Ruðar, das er dar, das er dar."
48,[× aist]r × lit × [ra... ... ... suart×haufþa × faþur] ...,"Eistr had … raised in memory of Svarthǫfði, his father.",de,qwen3.5-0.8B-ft_en,"[...] ist der Ort, wo ... seine Frau hat."
49,bosi : tlhi ¶ kirki ¶ bosi : ta=lh`þ´i sten ¶ til skatma ¶ kirkiu,Bósi shaped the church. Bósi shaped the stone for the church of the inhabitants of Skatelöv.,de,qwen3.5-0.8B-ft_en,"Bosei trug die Kirche, und sie trug das Steintal."
50,baki : fulk(s)tin þiR : raisþu : stin : þan:si : at : faþur : sin kitilhafþa þ=r=u=t=a=R= =þ=i=a=k=n uit,"Banki/Baggi (and) Folksteinn, they raised this stone in memory of their father Ketilhǫfði, a Þegn of strength. ...",de,qwen3.5-0.8B-ft_en,"Baki und Fulkind, sie haben den Stein, den man in Fjôðr schmißt. Ketilhafðr und Ginn, sie haben ihn aus."
51,riuiþr : risiþ : sti : þasi : auftiR : kirm : su : sin : miuk : kuþan : trik :,"<riuiþr> raised this stone in memory of Grímr, his son, a very good valiant man.",de,qwen3.5-0.8B-ft_en,"Rieuter und Risiðr, ich habe die Steine gemacht, ich habe den Kirm und den Sine und mich und Kuðan und Trik."
52,auþa : auk : ika * auk * erintis * þriþi * hafa * muþk-... -þ um * karua * stain ra--... itiR * suain * faþur : sin * auk * at kuþfast * bruþr * sin * han uaR : sun : auþuR,"Auða and Inga and Erindís as the third, the mother and daughters have (achieved) the feat of making and raising(?) the stone in memory of Sveinn, their father, and in memory of Guðfastr, their brother. He was Auða's son.",de,qwen3.5-0.8B-ft_en,Gott und ich habe dieses Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das Unglaubliche nicht gesehen. Ich habe das
53,...--- × lagþu × s... …,... laid the stone ...,de,qwen3.5-0.8B-ft_en,... ... ... ...
54,a=u=æ ÷ maria ÷ iæssus + {ANNO : DOMINI : MO : CCCO : XLO : QUINTO : DECIMO : SEPTIMO : KLAS : AUGUSTI : CURATO : ECCLEIE : DOMINO : OLAUO : TUTORIBUS : ECCLEIE : GEDSTAUO : ET : NICHOLAO : HAQUINUS : FUDIT : HANC : CAMPANAM : MAGNO : REGE : SUECIE : DNO : SIGGONE : EPISCOPI : SCARENSI} : +,Ave Maria Jesus. {Anno domini millesimo trecentesimo sexagesimo quinto decimo septimo kalendas augusti curato ecclesiae domino Olauo tutoribus ecclesiae Gedstauo et Nicholao Haquinus fudit hanc campanam Magno rege Sueciae domino Siggone episcopo Scarensi.},de,qwen3.5-0.8B-ft_en,"... Maria, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ichssus, ich"
55,osfriþr : risþi : stin : þonsi : eftiR : osgiR : hrþa : kuþan : trek : buta * sin,"Ásfríðr raised this stone in memory of Ásgeirr, her husbandman, a very good valiant man.",de,qwen3.5-0.8B-ft_en,"Gottfriedr, Risthi, Stein, Þonsi, EftiR, OsgiR, Hrþa, Guðan, trekt, Bauta."
