Sample_ID,Source,Reference,Target_Language,Model,Prediction
70,· kalmi : risþi : stin : þena : eftiR : helka : sun : sin : iaR : turknaþi :,"Gamli(?)/Galmi(?) raised this stone in memory of Helgi, his son, who drowned.",en,qwen3.5-0.8B-ft_en_10_epochs,"Gámla raised this stone in memory of Helgi, her son."
71,· þura · sati · stin · þasi · aftiR · suin · sun · sin · Rs · uRstr · o · ualu,"Þóra placed this stone in memory of Sveinn, her son, who died in the west in <ualu>.",en,qwen3.5-0.8B-ft_en_10_epochs,"Þóra placed this stone in memory of Sveinn, her son. He carved the runes in memory of Ólaugr."
72,hulmstain · auk · uikuþr · þaun · litu · raisa · stain · eftiR · sun · henaR · auk · uihialmr iftiR inkifast ·,"Holmsteinn and Végunnr, they had the stone raised in memory of her son, and Véhjalmr/Víghjalmr in memory of Ingifastr.",en,qwen3.5-0.8B-ft_en_10_epochs,"Holmsteinn and Vígðr, they had the stone raised in memory of their son and Vígðr in memory of Ingifastr."
73,...li : lit : resa : eftiR : f...,... had ... raised in memory of ...,en,qwen3.5-0.8B-ft_en_10_epochs,... had raised the stone ...
74,sua ai ÷ titultitul ¶ fuþorkhniastbmlR §B huaR is i : alisti osa : huaR is (:) ¶ uifrþuR : karþi : afr aft asini fauþr ¶ kul:finR : fal(s) : taitirunoR ' u ¶ (a)iuinrunoR : sulialta : huaR : ? ¶ utu ÷ tuuut bilikikR : tuR ra(k)(i) ¶ (t)(u)(l)i,"Thus ever(?) ... <fuþorkhniastbmlR> §B Who is(?) ... ... Æsir's, who is Véfriðr /Véfrøðr made ... in memory of ... father. Kolfinnr/Gullfinnr concealed runes of gladness and runes of eternal friendship ... who ... ... ... ... ... ... Tuli/Tóli.",en,qwen3.5-0.8B-ft_en_10_epochs,"Sveinn, the stone cut in the north-west. FuþorkniastbmlR §B ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ..."
75,÷ salsi karþi sul ÷ D ÷ skut- - þ--a hiu ×,Sôlsi(?) made(?) the sun(?). Dagr(?) cut(?) this(?) on the cliff-face.,en,qwen3.5-0.8B-ft_en_10_epochs,... ... ... ... ...
76,: asmuhtr : auk : fraybiurn · litu kera : meki · siRun · at · herbiurn · faþur : sin :,"Ásmundr and Freybjôrn had the rune-decorated landmark made in memory of Herbjôrn, their father.",en,qwen3.5-0.8B-ft_en_10_epochs,Ásmundr and Fraybjôrn had the stone made in memory of her father.
77,kuni lit rista runaR þisar eftR sik · kuikhan þurhkutr · risti runa þisar fots arfi,"Gunni had these runes carved in memory of himself while alive. Þorgautr, Fótr's heir, carved these runes.",en,qwen3.5-0.8B-ft_en_10_epochs,"Gunni had these runes carved in memory of himself, Guikandr's husbandman(?) carved in memory of the ravers."
78,hulm(k)iR · auk · labus · auk · lafsi · þaiR · litu · raisa stain · at aib-rn · faþur sin koþan · ...t...,"Holmgeirr and <labus> and Lafsi, they had the stone raised in memory of Eibjôrn, their good father ...",en,qwen3.5-0.8B-ft_en_10_epochs,"Hulmgeirr and Labiðr and Lafsi, they had the stone raised in memory of Ábjôrn, their father. ..."
79,†M [pær krusis ok sihnum : fgiaþ : ¶ : prokul : omne : malihnum +],†M With this sign of the cross will all evil flee far away.,en,qwen3.5-0.8B-ft_en_10_epochs,"†M Prus and Signum, the good and the most valuable ..."
80,la-rans : gierþi : s[t]ai(n) : (þ)-,Lafranz made this stone.,en,qwen3.5-0.8B-ft_en_10_epochs,Lafrang's girl ...
81,... ...ta · stiu(b) · (s)in · ha- ...,"... ..., his/her step(-son). He ...",en,qwen3.5-0.8B-ft_en_10_epochs,... the stone in memory of ...
82,[tora · lit · raisa · sti]n [· þina · i]ftiR · rolif · sun · sin · kuþ · hialbi · ant [· hans fotr · risti ·],"Tóra had this stone raised in memory of Hróðleifr, her son. May God help his spirit. Fótr carved.",en,qwen3.5-0.8B-ft_en_10_epochs,"Tórja had the stone raised in memory of Hrólf, her son, who cut the runes."
83,ma^ria : mika(l) ¶ a mik br(i)kil ¶ torir §Q ma^ria : mika(i) ¶ a mik brakil ¶ torir,"Mary, Mikjáll owns me, Brigit(?). Þórir. §Q Mary, Mikjáll! Brakil/Brigit owns me. Þórir.",en,qwen3.5-0.8B-ft_en_10_epochs,Mæri gave me the gift of the kingdom.
84,... ...isti : krus : -... ¶ ...ir : mol:mu... ...,... raised (this?) cross in memory of Maelmuire ...,en,qwen3.5-0.8B-ft_en_10_epochs,... this cross ... ... ...
85,ragna : let × raisa × stain × þin(a) ... ... × sun × kuþbirnaR × trenk × ufi(l)an,"Ragna had this stone raised ... ... Guðbjôrn's son, an undaunted valiant man.",en,qwen3.5-0.8B-ft_en_10_epochs,"Ragn's(?) son raised this stone ... his mother's son. Trefnkr's son, the friend."
86,· sistin · ris(þ)... ... §B ...ftiR · keRmut · mak si...,"Sigsteinn raised ... §B in memory of Geirmundr, his kinsman-by-marriage.",en,qwen3.5-0.8B-ft_en_10_epochs,Sistinn raised ... §B ... had made ...
87,[: rakR : lakþi : stin : yfiR : þiuk : s...n : sin : s...],"Rekkr laid the stone over Þjokkr, his son ...",en,qwen3.5-0.8B-ft_en_10_epochs,... ... ... ... ... ...
88,þurkl × auk + kisl + -itu + rais- ... þian + iftR + faþur sn + kans- ku- hialbi ant hans,Þorkell and Gísl had this stone raised in memory of their father Gansi(?)/Knasi(?). May God help his spirit.,en,qwen3.5-0.8B-ft_en_10_epochs,"Þorkl and Gísl had this stone raised in memory of their father, Gann's husbandman."
89,biarn · li(t) ... ...- · ul- -(o)(r)oþur · sen ·,"Bjôrn had ... ... Ulfr, his brother.",en,qwen3.5-0.8B-ft_en_10_epochs,"Bjôrn had ... and Ulfróðr, his son."
90,[tiarfR · raisti · stain : þinsa : at : irim : faþur : sin : kuþan :],"Djarfr raised this stone in memory of Grímr, his good father.",en,qwen3.5-0.8B-ft_en_10_epochs,"Tífarðr raised this stone in memory of Írimr, his father, Guðann's son."
91,[huitr ok| |karl ouk ulf l...u ...ris...],Hvítr and Karl and Ulfr(?) had ...,en,qwen3.5-0.8B-ft_en_10_epochs,Hvóttr and Karl and Ulfr(?) ... ... ...
92,... ...arl ' uk ihulbiurn ' litu rita stono þisa ' uk| |kirua bru þisa ' at iafur faþur si... ... (h)ialbi ont hos,"... Karl and Ígulbjôrn had these stones erected and this bridge made in memory of Jôfurr, their father ... may help his spirit.",en,qwen3.5-0.8B-ft_en_10_epochs,"... and Ingjôbjôrn had this stone erected in memory of Ingjôbjôrn's brother, and in memory of Jôfurr, their father. He was buried in Holmby."
93,[...-R lit ' r...] ... ...- ÷ sina ÷ k...,... had (the stone) raised/erected ... ... their/his ...,en,qwen3.5-0.8B-ft_en_10_epochs,... ... ... his ...
94,[as]kil : lit : rita : stin : þa[na · -f-]- : u[n]-- : faþur : [si]n [-u-]a : kuþ[an],"Áskell had this stone erected in memory of ... his father, a good husbandman.",en,qwen3.5-0.8B-ft_en_10_epochs,... had this stone raised in memory of ... ... ... ...
95,þruntr × risti + tsin × þinsa + aftiR · þurtsin [faþ](u)r sin,"Þróndr raised this stone in memory of Þorsteinn, his father.",en,qwen3.5-0.8B-ft_en_10_epochs,"Þrúntr raised this stone in memory of Þótrœrn, his father."
96,fastkaiR fastlauk at sun sin litu (h)akua at nefkair,"Fastgeirr (and) Fastlaug had (the stone) cut in memory of Nefgeirr, in memory of their son.",en,qwen3.5-0.8B-ft_en_10_epochs,"Fastgeirr Fastlaug and the son, they had the stone cut in memory of Neffgeirr."
97,o^not^r : a mik : a ho^no^m,Ônundr of Hornar owns me.,en,qwen3.5-0.8B-ft_en_10_epochs,Not the man who has a good heart.
98,tuki : ri(s)-- ¶ -tin : þansi : ift ¶ þurstin : sin ¶ -(r)uþur : nuk ¶ igi : sin : faþu-,"Tóki raised this stone in memory of Þorsteinn, his brother, and Ingi, his father.",en,qwen3.5-0.8B-ft_en_10_epochs,"Toki, ... this stone in memory of Þorsteinn, his brother. Nökkr, he fell."
99,[× sibi × auk × irmuntr × auk × þoriR × litu × raisa × stain × iftiR × s(u)... ... ...-- (h)(a)n · to × austr × sun × kismuntaR],"Sibbi and Ernmundr and Þórir had the stone raised in memory of ... ... ... He, Gísmundr's son, died in the east.",en,qwen3.5-0.8B-ft_en_10_epochs,Sibbi and Írmundr and Þórir had the stone raised in memory of S... ... ... in memory of their son Kismundr.
100,... stin : þinsi : i--iR : un...,... this stone in memory of ...,en,qwen3.5-0.8B-ft_en_10_epochs,... this stone in memory of ...
1,[hualf : lit ... ufir : tar : fadur : simun ...],... had the vault [made] ... over their father Símon ...,de,qwen3.5-0.8B-ft_en_10_epochs,"Hälfigt / Hälfigt (für) Tar, für Tard, für Simun ..."
2,...(a)lui : lit * kira : kubl : ifti... ... burþur : ulfs * þiR * a(u)... ... (m)iþ * ikuari : o : sirk*la(t)...,...-vé had the monument made in memory of ... Ulfr's brother. They in / to the east ... with Ingvarr in Serkland.,de,qwen3.5-0.8B-ft_en_10_epochs,... ... ... ... ... ... ... ...
3,þat ik uk (M) nona ¶ snonk=uk(t)(i)unf(i) ¶ sak a=rf hit(r)k ¶ þik,... ... ... ... ... ... ... ... ... …,de,qwen3.5-0.8B-ft_en_10_epochs,"ich bin nicht in Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona, Nona,"
4,§A nasi × auk : þair : bruþr : raistu : stain : þisa ×,"§A Nasi/Nesi and his brothers raised this stone §B in memory of Jarl, their good father, and made the bridge as thanks to God.",de,qwen3.5-0.8B-ft_en_10_epochs,Nazi und Þeir brachten diese Steine.
5,[(n)...i...iukaR : auk : biorn : auk : farulfi : þiR : litu : risa : stan : aftiR * aka : faþur : sin * hat : uaR : uskul * þik : þRa *],"... and Bjǫrn and Farulfr, they had the stone raised in memory of Áki, their father. He was ...",de,qwen3.5-0.8B-ft_en_10_epochs,...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-...-
6,§A ...r × ok × e...,§A ... and ... §B ...,de,qwen3.5-0.8B-ft_en_10_epochs,§A ... ... ...
7,k-na : let : legia : st¶in : þensi : auk : tuki :,Ginna(?)/Gína(?) had this stone laid and (i.e. with) Tóki.,de,qwen3.5-0.8B-ft_en_10_epochs,ich habe Numa den Stuhl gebaut.
8,§A (m)a(l)(i) : es : a : s(t)ain(i) : þesu(m) : a- ...,"§A The agreement on this stone is, that ... §B half of the warping-line lie to ... §C as property and as allodial land ... ...",de,qwen3.5-0.8B-ft_en_10_epochs,"§A Mäli, es ist ein Stein, der ..."
9,× orikia × auk × ikul × litu × raisa × stain × ... ...biurn × faþur sin ×,"Órœkja and Ígull had the stone raised ... ...-bjǫrn, their father.",de,qwen3.5-0.8B-ft_en_10_epochs,Görika und Ikul/Ögul/Ögulr/Ögult/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögultr/Ögult
10,...[rn :] auk * fasti : raist=u st[a]in ** at * k(i)(l)beaurn : faþ(u)r : si(n) : [buata : þo]r[*kiai]rþ[i **],"Bjǫrn and Fasti raised the stone in memory of Ketilbjǫrn(?), their father, Þorgerðr's husbandman.",de,qwen3.5-0.8B-ft_en_10_epochs,"... ... fasti raisteu steht ... Kildeaurn faþur, sein Bruder."
11,§A ...þi---- (+) -ftir + foþur (:) sin (:) þurbio-...,§A ... in memory of his father Þorbjǫrn. §B ...,de,qwen3.5-0.8B-ft_en_10_epochs,§A ... ... für ... ... ...
12,[... uaR * tauþr × i austr*uih- ...],... died on the eastern route ...,de,qwen3.5-0.8B-ft_en_10_epochs,... ... ... ...
13,k suntahr tir brim o=k i treta=ntu rato,K (was) the Sunday[-stave] and Tyrr the prime-stave in the thirteenth row.,de,qwen3.5-0.8B-ft_en_10_epochs,Gibt NUR die deutsche Übersetzung aus.
14,§A ... ¶ ... ¶ ... ¶ ...,§A ... ... ... ... §B ... ... ...,de,qwen3.5-0.8B-ft_en_10_epochs,§A ... ... ... ...
15,[... ...lfa : faþur * sin : auk ...],"... (in memory of) Þjalfi(?), his father and ...",de,qwen3.5-0.8B-ft_en_10_epochs,"... ... sein, ich bin ..."
16,... : [ai](f)(t)(i)(r) * (m)(u)... * (u)…,... in memory of <mu-> ...,de,qwen3.5-0.8B-ft_en_10_epochs,... ... ... ...
17,§A ol(a)f(r) : hnaki : -... ...ra : famtan : (b)o : kan-þis... ...n(m)... ...(i)rþi : s---...,§A Ólafr the Neck ... ... fifteen estates ... ... ... ... §B all may violate Gautr(?) ...,de,qwen3.5-0.8B-ft_en_10_epochs,§A Olfr/Hnaki ... ... ... ... ... ... ...
18,[biriki ÷ birita ÷ batar ÷ ok ÷ akhi ÷ kyrþi kirkuh ÷ asur ÷ ok ÷ skuli ÷ ok ÷ þorþr ÷ ok ÷ ku=nar ÷ i siua---sta ÷],May Birita save (us). Pétr and Áki made the church. Ôzurr and Skúli and Þórðr and Gunnarr in Sigvaldstaðir.,de,qwen3.5-0.8B-ft_en_10_epochs,Bieriki/Birte/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater/Bater
19,þo=rir * ræist * runa=r * þessa=r * þan * olaus*mess*o=æpþa=n ¶ ...r han * fo=r * he=r um ¶ ÷ bæþe= =ge=rþo= =no=(r)ne=r * uæl * o=k * il=la * mikla * møþe ¶ g skapaþu * þær mer,"Þórir carved these runes on the eve of Olaus-mass, when he travelled past here. The norns did both good and evil, great toil ... they created for me.",de,qwen3.5-0.8B-ft_en_10_epochs,Gib NUR die deutsche Übersetzung aus.
20,+ BONDO FRISO ME FECIT | ESGERVS RØTH ME FECIT : FIERI | fuþorkhniastblmy---,"Bondo (the) Frisian made me, Esgervs Red had me made. Golden numbers.",de,qwen3.5-0.8B-ft_en_10_epochs,"Bondo friso me fecit, esgervs roth me fecit, fieri fuþorkhniastblmy-"
21,[stoþi * auk * sihtiarfr *  þorker * lit]u * ris[t]a * stin at * aistu[lf * b]roþu[r *] (s)in [sun þorkerþa],"Stóði and Sigdjarfr and Þorgerðr had the stone carved in memory of Eistulfr, their brother, Þorgerðr's son.",de,qwen3.5-0.8B-ft_en_10_epochs,"Herr Stóði und Sigtrafr, der er die Stein legte, ist auf die Tore der Brüder."
22,þoriR × lit hakua stain at * binu fiþur sin × ketilu[i × at × b]onta sin ×,"Þórir had the stone cut in memory of Bína(?), his father; Ketilvé in memory of her husbandman.",de,qwen3.5-0.8B-ft_en_10_epochs,"Þoriðr hat das Holz gemacht, das ich bin. Ketilvið steht auf Bontästein."
23,+ annus * inkannacionis : domini : millesimus * ducentisimus : tris=cesimus : oktauus : erat : fakta * ak kampana : bero : s=crp*sit,Anno incarnationis Domini millesimo ducentesimo tricesimo octavo erat facta hæc campana. Bero scripsit.,de,qwen3.5-0.8B-ft_en_10_epochs,"Nun ist ich der Herr, der die Welt nicht kennt."
24,§A kruhs markus (s)u--io-(b) ¶ --(u)(h)(s) (m)aþ(e)(u)s -- §B (k)ruhs iohanæs ¶ (k)ruhs (l)(u)k-- --,"§A Crux, Marcus, ... crux, Matthæus, ... §B crux, Johannes, crux, Lucas …",de,qwen3.5-0.8B-ft_en_10_epochs,§A Kruhs markus (s)u--io-(b) ¶ --(u)(h)(s) mæþ(e)(u)s -- §B Kruhs Iohanæs ¶ Kruhs Luk--
25,[* iskirun * harþiR * totiR * lit * risti * runiR * ati * sik * sialfan * hn * uil * austr * fara * auk * ut * til * iursala * fair * risti * runiR *],"Ingirún(?) Harðr's daughter, had the runes carved in memory of herself. She wants to travel to the east and abroad to Jerusalem. Fótr(?) carved the runes.",de,qwen3.5-0.8B-ft_en_10_epochs,... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...
26,[isifara · auk · k... ... ...-r · sin · hon tu i krikum],<isifara> and ... ... their … He died in Greece.,de,qwen3.5-0.8B-ft_en_10_epochs,... ... ... ... ... ... ... ... ... ...
27,biarfaa : statu : sis[o] stain ¶ hakbiarn :  bruþr  ¶ ruþuisl : austain : imuar ¶ is af[a] : st[ai]n[a] : stata : aft : raf[a] ¶ su[þ] furi : ru[f]staini : kuamu ¶ uit i aifur : uifil ¶ [ba]uþ [u=m],"Hegbjǫrn raised this stone glaring (and his) brothers Hróðvísl, Eysteinn, <-muar>, who have had stones raised in memory of Hrafn south of Rofstein. They came far and wide in Eifor. Vífill bade ...",de,qwen3.5-0.8B-ft_en_10_epochs,Gib NUR die deutsche Übersetzung aus.
28,[turi : sati : stin : þonsi : aftir : askut : bruþur : sin : iar : barþi : iattin : þikra : i : iatustun : auk : brunia : fik : harþa : kuþan *],"Dýri(?) placed this stone in memory of Ásgautr, his brother, who lived(?) in Jǫtunstaðir(?) and Brúni, a very good valiant man.(?)",de,qwen3.5-0.8B-ft_en_10_epochs,"Tori hat das Stein aufgesetzt, das er ausbrach. Er ist der, der die Rache in der Welt erfüllt. Er ist der, der die Brände in den Bergen hält."
29,...[(n) '] uk ' ihul ' uk ' gisl ' uitr ' li... …,... and Ígull and Gísl (and) Eyndr(?) had ...,de,qwen3.5-0.8B-ft_en_10_epochs,... ich nehme N. ich nehme N. ich nehme N.
30,--rþr * ris-- * kuml * þe... ... ...-aþis * o * eklanti,Þórðr raised this/these(?) monument(s) ... met his end in England.,de,qwen3.5-0.8B-ft_en_10_epochs,... ... ... ... ... ... ... ... ...
31,§P [katil × risti × sten × efti sin broþur : nahhar stens su- +],"Ketill raised the stone in memory of his brother Nagr(?), Harðsteinn's son.",de,qwen3.5-0.8B-ft_en_10_epochs,"§P Kati rüstet den Stein, der Naha-Stein, Naha-Stein, Naha-Stein."
32,[+ butulfr : ... : ...s...r : butuiþr : ok : iakaupr : ok : olafr : ...],Bótulfr ... ... Bótviðr and Jakobr and Ólafr ...,de,qwen3.5-0.8B-ft_en_10_epochs,Bettelfr ... ... ... ... ... ... ... ...
33,× fastbiurn × lit rita × stain × iftiR mintil × faþurR sin,"Fastbjǫrn had the stone erected in memory of Myndill, his father.",de,qwen3.5-0.8B-ft_en_10_epochs,"Fastbjôrn hat den Stein gelegt, wenn er mit dem Mütze trägt."
34,§A pa=l æi(n)(a)=(r)so=n : ræist : run(a)=(r) (:) þæs...,§A Páll Einarr's son carved these runes §B ... this stone in memory of ...,de,qwen3.5-0.8B-ft_en_10_epochs,"§A ich bin der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost, der Rost,"
35,* ali : lakþi : stin : þasi : uftiR : uþu : kunu : s... ...u : harþa : kuþa,"Áli/Alli laid this stone in memory of Auða, his wife ... very good.",de,qwen3.5-0.8B-ft_en_10_epochs,"Hilf mir, ich liege unter dem Stein. ... ... ..."
36,--ti- + karþi × br(u) + þasi + a-tiR + hemkil + auk * siba sunu × sina,"<--ti-> made this bridge in memory of Heimkell and Sibbi, her sons.",de,qwen3.5-0.8B-ft_en_10_epochs,"--ti- der Karthoser hat das getan, dem Himmel zu helfen. Sibau, sein Sohn."
37,Side A : tuki : r-... : br--... Side B ...-s-…,Tōki …,de,qwen3.5-0.8B-ft_en_10_epochs,Siedle hat ... ...
38,§A ... ¶ ... §B ... ¶ …,§A ... ... §B ... …,de,qwen3.5-0.8B-ft_en_10_epochs,§A ... §B ...
39,+ aslagr : pr(e)str * reit * runa=r þessa=r,Áslakr the priest wrote these runes.,de,qwen3.5-0.8B-ft_en_10_epochs,... ... ... ... ... ...
40,h[outi]an [* auk * asur * þair * litu *] (r)aisa * merki * þisa * at [*] (u)l[f] * faþur * sin *,"<houtian> and Ôzurr, they had these landmarks raised in memory of Ulfr, their father.",de,qwen3.5-0.8B-ft_en_10_epochs,"Höftiann und Asur, die ihr habt, ihr habt mir die Tore gemacht. Und Ulfr, der Vater, ist."
41,§A -uki : os^a : b : r^aisþ^a : u^ar : aft : -^t-a^þ : -(i)- : nafis §B : þo : is : o(s)(i) : --- : þ^aþa^n : (a)(u)- -u^a : staina : þisa : -----,§A ... §B …,de,qwen3.5-0.8B-ft_en_10_epochs,Götter und die Welt: wir sind nicht nur die Welt. §B ... ist ... ... ... ... ... ...
42,tu-iR : resþi : sta... ... unþik : bru-ur : sin :,"Tólir/Dóttir raised the stone ... Óníðingr, his/her brother.",de,qwen3.5-0.8B-ft_en_10_epochs,"Du bist der Rest, der ... ..."
43,a	b	c	d	e	f	g	h	i	k	l	m	n	o	p	r	s	t	u	v	y	.	þ	.	.	.,a	b	c	d	e	f	g	h	i	k	l	m	n	o	p	r	s	t	u	v	y	.	þ	.	.	.,de,qwen3.5-0.8B-ft_en_10_epochs,... ... ... ... ... ... ... ... ... ... ... ... ... ... ...
44,× þorkis[l] -uk × þorstin auk × uibiarn × auk × olifr × --tu × raisa × stin × eftiR × þorbiarn × faþur × sin,"Þorgísl and Þorsteinn and Vébjǫrn and Óleifr had the stone raised in memory of Þorbjǫrn, their father.",de,qwen3.5-0.8B-ft_en_10_epochs,"Þorkisdl-und Þorstin und Vibiarn und Olifr, sie haben das Stein über den Portiarn. Pfarrer Pfautr."
45,[kalukR lit × risa × stn × þina × iftR × siba · boanta sin × koes...--... faþur · s¶in han fal · s... ¶ keþfrekr],"<kalukR> had this stone raised in memory of Sibbi, her husbandman ... her father. He fell south(?) …",de,qwen3.5-0.8B-ft_en_10_epochs,"Gulukr (und) Risa (steil) den Stein, (ich) bist, (ich) soll das (für) (ich) (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll (ich) soll"
46,§A + tak ' hiR krist * (e)yratr * hafir * kart ' klukhera * sun ' amen,"§A Thank-you(?), Lord(?) Christ. Eyrhvatr(?) has made, son of the organist. Amen. §B Jubilant.",de,qwen3.5-0.8B-ft_en_10_epochs,"§A ich nehme das, der Krist ist, der hat, der klukhera, den Mann, Amen."
47,§A d=um * das : ka=rus * e=ris : da=re : des--,"§A As long as you give, you will be held dear; if you abandon giving, §B you will be despised.",de,qwen3.5-0.8B-ft_en_10_epochs,"§A Du darfst das kräftig, du darfst das kräftig, du darfst das kräftig, du darfst das kräftig."
48,[× aist]r × lit × [ra... ... ... suart×haufþa × faþur] ...,"Eistr had … raised in memory of Svarthǫfði, his father.",de,qwen3.5-0.8B-ft_en_10_epochs,... ... ... seine Schwester.
49,bosi : tlhi ¶ kirki ¶ bosi : ta=lh`þ´i sten ¶ til skatma ¶ kirkiu,Bósi shaped the church. Bósi shaped the stone for the church of the inhabitants of Skatelöv.,de,qwen3.5-0.8B-ft_en_10_epochs,Gibt NUR die deutsche Übersetzung aus.
